,QP,DR,DL,AR,AL,RR,RL,LR,LL,phi
0,-26.0,1300.6+/-2.2,213+/-7,206+/-4,1292+/-13,299+/-6,1202+/-7,1171+/-13,300+/-6,0.886+/-0.006
1,-24.857142857142858,1190+/-19,336+/-7,319+/-11,1207+/-12,168+/-4,1321+/-24,1270+/-14,175+/-6,0.659+/-0.010
2,-23.714285714285715,1048+/-17,489+/-14,446+/-11,1038+/-17,82+/-5,1427+/-29,1401+/-18,85.4+/-1.5,0.408+/-0.011
3,-22.571428571428573,876+/-7,628+/-10,599+/-11,920+/-9,39.4+/-2.4,1494+/-6,1446+/-16,44.8+/-2.9,0.197+/-0.006
4,-21.42857142857143,740+/-9,773+/-15,758+/-12,742+/-12,36.4+/-2.7,1479+/-11,1482+/-17,35.8+/-2.0,-0.017+/-0.008
5,-20.285714285714285,607.4+/-2.7,926+/-21,943+/-20,576+/-8,60.8+/-2.6,1456+/-18,1455+/-31,55+/-6,-0.240+/-0.011
6,-19.142857142857142,456+/-12,1053+/-14,1042+/-11,455+/-13,118+/-8,1408+/-17,1413+/-12,100.2+/-2.6,-0.427+/-0.009
7,-18.0,349+/-5,1166+/-9,1185+/-20,345+/-8,195+/-5,1334+/-19,1343+/-16,179.4+/-1.4,-0.624+/-0.009
