start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s)
1686083645.703292,1686083652.992709,5,1.5,60.380859375,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,34559.2,38507.2,0.0,8833.6,2171.3333333333335,0.0,17.066666666666666,0.0,60.6591204097864,135.0837435733022,0.0,28.191093944325416,19.78214683327702,0.0,0.6863753427324668,0.0
1686083657.350958,1686083664.292355,5,1.5,60.817801339285715,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,33951.73333333334,37849.86666666667,0.0,9227.333333333334,2114.4,0.0,14.8,0.0,64.55337154462059,39.41483082405465,0.0,26.70580461248087,22.586721763018197,0.0,1.4966629547095767,0.0
1686083668.6476042,1686083675.5920012,5,1.5,61.239676339285715,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,33650.933333333334,37536.0,0.0,9802.133333333333,2070.1333333333337,0.0,17.333333333333336,0.0,265.9505050025492,303.4954877936585,0.0,217.2737546148738,12.9690229221617,0.0,0.8692269873603533,0.0
1686083679.9422503,1686083687.5906875,5,1.5,61.66908482142857,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,32887.73333333333,36631.86666666667,0.0,9916.666666666668,2065.2000000000003,0.0,15.333333333333334,0.0,104.59670698024424,80.34741232091214,0.0,132.91701671845215,24.560492213670678,0.0,0.7601169500660923,0.0
1686083691.9419365,1686083699.590374,5,1.5,62.093470982142854,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,32977.066666666666,36673.6,0.0,10815.999999999998,2015.8666666666668,0.0,18.26666666666667,0.0,41.95584981064468,28.697347922374473,0.0,25.237538178937726,13.78791741586331,0.0,0.9797958971132713,0.0
1686083703.942623,1686083711.5900602,5,1.5,62.522879464285715,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,32280.4,35886.933333333334,0.0,11210.8,1976.1333333333332,0.0,14.933333333333334,0.0,53.02938388813813,59.463378085450316,0.0,44.040082752975025,16.685855620188555,0.0,1.5999999999999999,0.0
1686083715.9423094,1686083723.5887465,5,1.5,62.95228794642857,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,31610.13333333334,35255.33333333333,0.0,11436.0,1936.2666666666669,0.0,18.4,0.0,80.98817471979753,17.795130420053027,0.0,39.36608805671294,17.55575246021784,0.0,0.8844332774281066,0.0
1686083727.9419956,1686083735.5884328,5,1.5,63.389229910714285,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,31093.733333333337,34501.46666666667,0.0,11804.933333333334,1880.6666666666667,0.0,15.333333333333334,0.0,27.38823754014788,71.55647342406431,0.0,93.7624895384312,10.488088481701507,0.0,0.4714045207910319,0.0
1686083739.9416819,1686083747.688125,5,1.5,63.81863839285714,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,30340.0,33796.53333333334,0.0,12051.733333333334,1856.8,0.0,14.266666666666666,0.0,81.89505479575665,56.604043828844276,0.0,44.293265101292086,20.610029920728728,0.0,1.2754084313139327,0.0
1686083752.0373738,1686083759.5868056,5,1.5,64.248046875,359.58314732142856,4.002790178571429,0.002511160714285714,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,359.9964208984375,29732.0,33146.26666666666,0.0,12470.399999999998,1767.8666666666663,0.0,13.73333333333333,0.0,51.340692113241445,78.68858451728141,0.0,45.298319811862356,8.49418101473656,0.0,2.9559732369860483,0.0
