,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-25.0,519+/-9,735+/-5,718+/-6,445+/-5,419+/-6,322+/-5,779+/-10,758+/-6,-0.550+/-0.014
1,-24.0,501+/-10,773+/-8,739+/-7,420.3+/-1.6,473+/-6,366.5+/-3.3,723+/-7,714+/-8,-0.779+/-0.016
2,-23.0,485+/-5,787+/-6,761+/-7,412+/-6,510+/-8,409+/-4,683.9+/-2.8,672+/-4,-0.980+/-0.014
3,-22.0,482+/-10,770+/-8,754+/-4,409+/-5,557+/-7,451+/-4,631+/-8,618+/-4,-1.207+/-0.018
4,-21.0,498+/-8,780+/-8,750.4+/-2.8,418.0+/-2.6,609+/-7,499+/-7,590+/-9,584+/-6,-1.465+/-0.024
