,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-27.0,463+/-7,761.9+/-1.6,740+/-4,434.3+/-2.6,290+/-5,197+/-4,915+/-5,897+/-9,-0.428+/-0.006
1,-26.5,439+/-4,793+/-9,791+/-6,384.1+/-3.2,320+/-7,227+/-4,884+/-6,864+/-8,-0.565+/-0.009
2,-26.0,411+/-5,831+/-8,840.4+/-3.5,353+/-6,351+/-5,262+/-4,851+/-7,830+/-4,-0.704+/-0.008
3,-25.5,374.3+/-2.8,858+/-5,832+/-7,330+/-6,388.6+/-3.2,294.5+/-3.1,805+/-8,792.9+/-3.2,-0.823+/-0.008
4,-25.0,366+/-6,885+/-5,858+/-11,310.1+/-3.3,431+/-7,327+/-5,762+/-11,774+/-6,-0.941+/-0.011
