,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-28.0,402+/-4,856+/-7,875+/-5,414+/-4,78.7+/-1.0,84.4+/-1.8,1218+/-7,1165+/-9,-0.391+/-0.005
1,-27.0,249.2+/-2.4,1011+/-12,1012+/-12,262+/-6,171+/-4,163.2+/-1.1,1107+/-4,1078+/-10,-0.685+/-0.007
2,-26.0,132+/-4,1133+/-12,1130+/-4,137.1+/-2.2,304+/-5,294+/-4,988+/-8,948+/-10,-0.979+/-0.006
3,-25.0,61.4+/-1.1,1200+/-7,1223+/-5,57.3+/-1.8,448+/-6,432+/-4,817+/-7,803+/-5,-1.260+/-0.005
4,-24.0,38.7+/-1.9,1224.2+/-3.0,1271+/-7,24.7+/-0.4,615+/-4,575+/-6,669+/-8,659+/-10,-1.514+/-0.006
