,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-26.5,341+/-5,912+/-15,894+/-9,300.7+/-3.5,253.3+/-1.6,179.8+/-3.5,981+/-9,964+/-12,-0.656+/-0.009
1,-25.5,269+/-7,983+/-8,988+/-7,225+/-6,353+/-5,287.5+/-2.9,863+/-8,859+/-8,-0.939+/-0.007
2,-24.5,220.5+/-2.5,1055+/-4,1025+/-4,172.6+/-3.1,455+/-7,396+/-5,768+/-7,743+/-5,-1.197+/-0.006
3,-23.5,213+/-4,1039+/-7,1033+/-6,158+/-4,585+/-5,500+/-8,643+/-4,635+/-11,-1.458+/-0.009
4,-22.5,234.3+/-2.3,1039+/-9,1032+/-6,176.5+/-3.4,689+/-5,608+/-5,531+/-6,529+/-4,-1.712+/-0.006
