,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-24.312966469212583,358.0+/-1.5,899+/-8,892.6+/-3.3,301+/-4,447.4+/-3.3,349+/-5,770+/-6,757+/-4,-0.998+/-0.007
