,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-26.5,332+/-5,919+/-4,919+/-11,292.9+/-3.2,244+/-4,178+/-4,978+/-5,952+/-12,-0.677+/-0.007
1,-26.0,287.9+/-2.2,952+/-9,962+/-7,251.3+/-2.4,292+/-4,224.8+/-1.4,935.2+/-2.0,923+/-8,-0.797+/-0.006
2,-25.5,261.9+/-1.7,992+/-6,1009+/-6,212+/-4,351+/-5,274+/-4,877+/-11,859+/-5,-0.942+/-0.006
3,-25.0,234.0+/-2.1,1037+/-7,1010+/-8,177.9+/-1.1,417+/-5,332.7+/-3.0,806+/-9,803+/-6,-1.087+/-0.007
4,-24.5,210+/-5,1045+/-5,1045+/-8,166.5+/-1.3,469+/-5,390+/-6,768+/-6,741+/-4,-1.208+/-0.006
