,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-25.0,544+/-4,708+/-9,690+/-11,478+/-5,424.8+/-3.2,328+/-4,752+/-9,754+/-10,-0.463+/-0.018
1,-24.0,533+/-7,724+/-6,713+/-4,461+/-7,469+/-8,366.9+/-1.9,715+/-6,723+/-9,-0.635+/-0.017
2,-23.0,511+/-5,751+/-8,717+/-11,447+/-7,519+/-9,414.5+/-3.5,688+/-8,676+/-7,-0.870+/-0.023
3,-22.0,499+/-4,748+/-10,717+/-5,447+/-6,542+/-5,432+/-6,651+/-4,650+/-5,-1.008+/-0.018
4,-21.0,530+/-7,758+/-4,723+/-8,451+/-4,594+/-7,486+/-7,614.4+/-2.1,613+/-8,-1.285+/-0.024
