,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-25.0,500+/-4,757+/-6,721+/-9,443+/-6,441+/-5,348+/-6,756+/-8,755+/-8,-0.638+/-0.014
1,-24.0,491.5+/-3.4,776+/-7,750.4+/-3.2,417+/-5,495+/-6,381+/-7,710+/-9,694+/-5,-0.863+/-0.015
2,-23.0,491+/-8,787+/-9,758+/-4,415+/-5,537+/-5,436+/-4,655+/-6,666.5+/-2.5,-1.072+/-0.014
3,-22.0,485+/-10,786+/-8,768+/-9,413.1+/-2.4,584+/-7,480+/-7,612+/-4,614.1+/-1.8,-1.327+/-0.016
4,-21.0,502.9+/-0.8,759+/-6,743+/-7,445.5+/-3.2,630+/-4,509+/-8,582.3+/-2.7,580+/-6,-1.528+/-0.020
