,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-28.0,408+/-7,820+/-6,868+/-9,425+/-5,75.7+/-2.1,81.1+/-1.8,1201+/-4,1172+/-7,-0.368+/-0.006
1,-27.0,255.5+/-3.0,975+/-9,1033+/-11,265.1+/-3.4,169.1+/-2.9,162.6+/-2.2,1119+/-5,1081+/-10,-0.672+/-0.006
2,-26.0,137.8+/-3.3,1127+/-10,1156+/-8,139+/-4,306+/-6,286+/-6,984.1+/-3.4,948+/-4,-0.982+/-0.005
3,-25.0,65.8+/-1.8,1173+/-5,1209+/-6,57.9+/-1.4,452+/-7,422+/-8,821+/-14,805.1+/-3.5,-1.249+/-0.007
4,-24.0,36.0+/-1.0,1207+/-19,1261+/-9,25.7+/-2.2,601+/-10,580+/-7,659.2+/-3.5,646+/-6,-1.519+/-0.006
