,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-25.0,559.2+/-3.4,693+/-8,654+/-4,500+/-4,438+/-4,334+/-5,753+/-8,739+/-7,-0.382+/-0.014
1,-23.8,551+/-4,721+/-5,695+/-9,482+/-4,485+/-5,371.6+/-2.2,712+/-7,716.5+/-3.0,-0.591+/-0.016
2,-22.6,533+/-4,725+/-5,704+/-10,468.1+/-3.2,527.6+/-3.4,414+/-6,688+/-6,671+/-12,-0.798+/-0.022
3,-21.4,533+/-8,740+/-8,696+/-7,463+/-8,564+/-7,447+/-5,655+/-7,642+/-6,-0.995+/-0.026
4,-20.2,546+/-6,724+/-12,710+/-6,485+/-6,602+/-6,491+/-5,609+/-4,590.8+/-3.1,-1.311+/-0.024
