,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-25.0,480+/-5,796+/-5,757+/-6,411+/-4,417+/-6,311+/-8,790+/-6,776+/-5,-0.669+/-0.010
1,-24.2,436.2+/-3.4,810+/-6,793+/-6,383+/-5,462.1+/-2.0,361+/-6,745+/-9,737+/-6,-0.872+/-0.011
2,-23.4,435+/-4,829+/-7,805+/-6,375+/-5,498+/-4,401+/-7,685+/-9,689+/-6,-1.049+/-0.014
3,-22.6,443+/-8,823+/-5,815+/-7,363.3+/-2.0,553+/-6,441.9+/-1.1,659+/-8,652+/-9,-1.208+/-0.015
4,-21.8,447+/-7,838.9+/-2.9,818+/-6,362.1+/-3.3,596+/-4,489+/-7,600.1+/-3.5,601+/-4,-1.435+/-0.011
