,state,setup,UV_HWP,QP,B_HWP,B_QWP,fidelity,n,pred_rho,targ_rho
0,PhiP,C0,21.109626323605763,8.798403700895438,2.130978125874551e-08,,0.9996646065371176,16,"[[0.5 0.  0.  0.5]
 [0.  0.  0.  0. ]
 [0.  0.  0.  0. ]
 [0.5 0.  0.  0.5]]","[[ 4.96156378e-01+0.00000000e+00j  3.69066761e-10+0.00000000e+00j
  -3.71676361e-10-1.33170152e-11j  4.99664604e-01+1.79027827e-02j]
 [ 3.69066761e-10+0.00000000e+00j  2.74530935e-19+0.00000000e+00j
  -2.76472090e-19-9.90588428e-21j  3.71676361e-10+1.33170152e-11j]
 [-3.71676361e-10+1.33170152e-11j -2.76472090e-19+9.90588428e-21j
   2.78784405e-19+0.00000000e+00j -3.74784931e-10+0.00000000e+00j]
 [ 4.99664604e-01-1.79027827e-02j  3.71676361e-10-1.33170152e-11j
  -3.74784931e-10+0.00000000e+00j  5.03843622e-01+0.00000000e+00j]]"
1,PhiP,C1,21.16079915058061,38.278358917152914,0.0083256304632374,0.38978301884858974,0.9998989095945663,22,"[[0.5 0.  0.  0.5]
 [0.  0.  0.  0. ]
 [0.  0.  0.  0. ]
 [0.5 0.  0.  0.5]]","[[ 4.97902623e-01+0.00000000e+00j -3.38711187e-03+3.53215290e-03j
   3.40505155e-03+3.54279161e-03j  4.99947181e-01-5.68227807e-04j]
 [-3.38711187e-03-3.53215290e-03j  4.80990255e-05+0.00000000e+00j
   1.96904193e-06-4.82564122e-05j -3.40505155e-03-3.54279161e-03j]
 [ 3.40505155e-03-3.54279161e-03j  1.96904193e-06+4.82564122e-05j
   4.84949212e-05+0.00000000e+00j  3.41499067e-03-3.56122551e-03j]
 [ 4.99947181e-01+5.68227807e-04j -3.40505155e-03+3.54279161e-03j
   3.41499067e-03+3.56122551e-03j  5.02000783e-01+0.00000000e+00j]]"
2,PhiM,C0,20.83285827774238,38.1826344182438,0.5216514440098672,,0.9994846922578314,173,"[[ 0.5  0.   0.  -0.5]
 [ 0.   0.   0.   0. ]
 [ 0.   0.   0.   0. ]
 [-0.5  0.   0.   0.5]]","[[ 4.86281886e-01+0.00000000e+00j  8.85571993e-03+0.00000000e+00j
   9.09917573e-03+3.39709881e-06j -4.99650438e-01-1.86540183e-04j]
 [ 8.85571993e-03+0.00000000e+00j  1.61272253e-04+0.00000000e+00j
   1.65705847e-04+6.18648494e-08j -9.09917573e-03-3.39709881e-06j]
 [ 9.09917573e-03-3.39709881e-06j  1.65705847e-04-6.18648494e-08j
   1.70261350e-04+0.00000000e+00j -9.34932577e-03+0.00000000e+00j]
 [-4.99650438e-01+1.86540183e-04j -9.09917573e-03+3.39709881e-06j
  -9.34932577e-03+0.00000000e+00j  5.13386580e-01+0.00000000e+00j]]"
3,PhiM,C1,21.220749497118856,38.27859112639152,0.00022258796033444614,90.0,0.9999981096706467,109,"[[ 0.5  0.   0.  -0.5]
 [ 0.   0.   0.   0. ]
 [ 0.   0.   0.   0. ]
 [-0.5  0.   0.   0.5]]","[[ 5.00052146e-01+0.00000000e+00j  3.06201452e-17-3.88529795e-06j
  -1.07563656e-08+3.88487787e-06j -4.99998081e-01-1.38438385e-03j]
 [ 3.06201452e-17+3.88529795e-06j  3.01879319e-11+0.00000000e+00j
  -3.01846680e-11-8.35746539e-14j  1.07563656e-08-3.88487787e-06j]
 [-1.07563656e-08-3.88487787e-06j -3.01846680e-11+8.35746539e-14j
   3.01816358e-11+0.00000000e+00j -3.06138672e-17+3.88448762e-06j]
 [-4.99998081e-01+1.38438385e-03j  1.07563656e-08+3.88487787e-06j
  -3.06138672e-17-3.88448762e-06j  4.99947854e-01+0.00000000e+00j]]"
4,PsiP,C0,20.8108889219335,17.696653112243197,44.6587696163696,,0.999652512236765,1,"[[0.  0.  0.  0. ]
 [0.  0.5 0.5 0. ]
 [0.  0.5 0.5 0. ]
 [0.  0.  0.  0. ]]","[[ 6.89020711e-05+0.00000000e+00j  5.78437818e-03+0.00000000e+00j
   5.95258096e-03+6.70024425e-06j -7.09056607e-05-7.98116394e-08j]
 [ 5.78437818e-03+0.00000000e+00j  4.85602688e-01+0.00000000e+00j
   4.99723432e-01+5.62490300e-04j -5.95258096e-03-6.70024425e-06j]
 [ 5.95258096e-03-6.70024425e-06j  4.99723432e-01-5.62490300e-04j
   5.14255442e-01+0.00000000e+00j -6.12568264e-03+0.00000000e+00j]
 [-7.09056607e-05+7.98116394e-08j -5.95258096e-03+6.70024425e-06j
  -6.12568264e-03+0.00000000e+00j  7.29676047e-05+0.00000000e+00j]]"
5,PsiP,C1,21.979684250904175,38.08791767139217,44.990584037497214,89.66759443314393,0.9991250735312452,290,"[[0.  0.  0.  0. ]
 [0.  0.5 0.5 0. ]
 [0.  0.5 0.5 0. ]
 [0.  0.  0.  0. ]]","[[ 3.75104360e-05+0.00000000e+00j -3.05466084e-03-3.22795212e-03j
  -2.83549465e-03-3.11722734e-03j  2.66037607e-06-3.54674366e-05j]
 [-3.05466084e-03+3.22795212e-03j  5.26536875e-01+0.00000000e+00j
   4.99160689e-01+9.84342954e-03j  2.83549465e-03+3.11722734e-03j]
 [-2.83549465e-03+3.11722734e-03j  4.99160689e-01-9.84342954e-03j
   4.73391890e-01+0.00000000e+00j  2.74634454e-03+2.90214499e-03j]
 [ 2.66037607e-06+3.54674366e-05j  2.83549465e-03-3.11722734e-03j
   2.74634454e-03-2.90214499e-03j  3.37243924e-05+0.00000000e+00j]]"
6,PsiM,C0,20.894233176313282,5.1385597616734895,44.99807621169933,,0.9998699964361809,39,"[[ 0.   0.   0.   0. ]
 [ 0.   0.5 -0.5  0. ]
 [ 0.  -0.5  0.5  0. ]
 [ 0.   0.   0.   0. ]]","[[ 2.20333838e-09+0.00000000e+00j  3.28107801e-05+0.00000000e+00j
  -3.35677088e-05+2.29231315e-09j  2.25416832e-09-1.53935430e-13j]
 [ 3.28107801e-05+0.00000000e+00j  4.88598257e-01+0.00000000e+00j
  -4.99869980e-01+3.41357385e-05j  3.35677088e-05-2.29231315e-09j]
 [-3.35677088e-05-2.29231315e-09j -4.99869980e-01-3.41357385e-05j
   5.11401738e-01+0.00000000e+00j -3.43420996e-05+0.00000000e+00j]
 [ 2.25416832e-09+1.53935430e-13j  3.35677088e-05+2.29231315e-09j
  -3.43420996e-05+0.00000000e+00j  2.30617089e-09+0.00000000e+00j]]"
7,PsiM,C1,20.867995518591545,38.27841587418367,44.98286950010154,89.97037439473722,0.9998466260367848,1,"[[ 0.   0.   0.   0. ]
 [ 0.   0.5 -0.5  0. ]
 [ 0.  -0.5  0.5  0. ]
 [ 0.   0.   0.   0. ]]","[[ 7.36709221e-07+0.00000000e+00j -2.52159737e-04-5.43774852e-04j
   2.58512575e-04+5.57318342e-04j -4.87760506e-07+5.76419004e-07j]
 [-2.52159737e-04+5.43774852e-04j  4.87676294e-01+0.00000000e+00j
  -4.99847363e-01+5.34680484e-05j -2.58512575e-04-5.57318342e-04j]
 [ 2.58512575e-04-5.57318342e-04j -4.99847363e-01-5.34680484e-05j
   5.12322196e-01+0.00000000e+00j  2.64903240e-04+5.71255830e-04j]
 [-4.87760506e-07-5.76419004e-07j -2.58512575e-04+5.57318342e-04j
   2.64903240e-04-5.71255830e-04j  7.73940605e-07+0.00000000e+00j]]"
