start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s),note
2023-07-10_21-18-31,2023-07-10_21-18-37,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,9.643554687954747e-05,4.76074218767053e-05,0.00032958984377273737,359.9980078125,33442.8,15406.4,0.0,17223.6,10.4,0.0,921.0,0.0,59.109559294584486,69.99471408613653,0.0,64.03014914866277,1.6309506430300091,0.0,17.51856158478772,0.0,HH
2023-07-10_21-18-43,2023-07-10_21-18-48,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,45.0012141418457,4.76074218767053e-05,0.00032958984377273737,359.9980078125,33338.4,38694.0,0.0,6809.0,2092.4,0.0,15.4,0.0,62.35591391359764,94.90363533606076,0.0,31.29856226729911,27.512906062428225,0.0,1.4352700094407322,0.0,HV
2023-07-10_21-18-52,2023-07-10_21-18-57,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,67.50228607177735,4.76074218767053e-05,0.00032958984377273737,359.9980078125,33460.8,26836.6,0.0,12144.6,1044.8,0.0,465.6,0.0,58.16046767349795,60.16693444077071,0.0,34.96369545685924,13.184839779079606,0.0,7.586830695356262,0.0,HD
2023-07-10_21-19-04,2023-07-10_21-19-09,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,22.498576278686524,4.76074218767053e-05,0.00032958984377273737,359.9980078125,33434.6,27399.8,0.0,11943.2,1053.0,0.0,470.8,0.0,95.01926120529458,100.34709761622405,0.0,38.88495853154533,11.674759098157015,0.0,9.681941953967707,0.0,HA
2023-07-10_21-19-19,2023-07-10_21-19-25,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,9.643554687954747e-05,45.00224487304688,0.00032958984377273737,359.9980078125,33401.8,26827.6,0.0,12038.6,1028.6,0.0,467.6,0.0,68.94809642042338,94.59841436303253,0.0,50.40595202949747,17.89301539707603,0.0,6.61513416341649,0.0,HR
2023-07-10_21-19-35,2023-07-10_21-19-41,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,0.0006152343750045475,135.00184814453127,0.00032958984377273737,359.9980078125,33621.8,26963.4,0.0,11873.0,1068.6,0.0,475.4,0.0,87.99624992009602,109.73996537269363,0.0,49.826699669956064,11.011811840019787,0.0,8.328265125462805,0.0,HL
2023-07-10_21-20-02,2023-07-10_21-20-07,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,0.0006152343750045475,4.76074218767053e-05,45.001939392089845,359.9980078125,13108.2,15379.8,0.0,17120.6,657.2,0.0,8.4,0.0,71.37114262781562,86.42534350524734,0.0,66.3419927346172,8.839683252243825,0.0,1.3266499161421599,0.0,VH
2023-07-10_21-20-13,2023-07-10_21-20-18,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,45.0012141418457,4.76074218767053e-05,44.999856567382814,359.9980078125,13121.0,38834.2,0.0,6758.8,9.8,0.0,317.6,0.0,33.396107557618144,64.98876826036941,0.0,41.74853290835499,1.1575836902790224,0.0,7.159608927867498,0.0,VV
2023-07-10_21-20-22,2023-07-10_21-20-27,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,67.50228607177735,4.76074218767053e-05,44.999856567382814,359.9980078125,13174.4,26921.2,0.0,12196.8,343.6,0.0,170.4,0.0,55.565816830133976,73.06052285605408,0.0,25.871606057606858,4.319722213291034,0.0,5.519057890618652,0.0,VD
2023-07-10_21-20-34,2023-07-10_21-20-40,5,1,55.08482142857143,326.9556361607143,4.005301339285714,44.99497767857143,22.498576278686524,4.76074218767053e-05,44.999856567382814,359.9980078125,13060.4,27224.8,0.0,11822.4,350.0,0.0,144.4,0.0,64.21728739210337,53.39606727091425,0.0,92.41785541766266,4.427188724235731,0.0,5.221110992882645,0.0,VA
