W,min_W_prime,eta_arr,chi
-3.908716595061831e-18,-0.0004999999166345496,0.7853981633974483,0.001
-1.7764733693715147e-17,-0.03317969025933299,0.7853981633974483,0.06640818028312069
-5.903565046179827e-17,-0.06571748085495391,0.7853981633974483,0.13181636056624138
-8.037892632243327e-18,-0.09797421717198185,0.7853981633974483,0.19722454084936208
-6.283253790928681e-18,-0.12981194666510598,0.7853981633974483,0.26263272113248276
0.0,-0.1610945087575922,0.7853981633974483,0.32804090141560344
-6.21655783355101e-18,-0.1916881171599013,0.7853981633974483,0.39344908169872417
-2.4658198707766372e-17,-0.22146193203418177,0.7853981633974483,0.45885726198184484
-1.530330603775928e-17,-0.2502886195576579,0.7853981633974483,0.5242654422649655
-8.58390400956945e-18,-0.2780448964918255,0.7853981633974483,0.5896736225480862
-2.7749050073251463e-17,-0.30461205742849373,0.7853981633974483,0.6550818028312069
0.0,-0.32987648245779705,0.7853981633974483,0.7204899831143275
0.0,-0.3537301230870317,0.7853981633974483,0.7858981633974483
0.0,-0.3760709643321835,0.7853981633974483,0.851306343680569
0.0,-0.39680346100591973,0.7853981633974483,0.9167145239636897
-2.7454773333254803e-17,-0.415838946336169,0.7853981633974483,0.9821227042468104
0.0,-0.4330960111677484,0.7853981633974483,1.047530884529931
-2.4103540247539406e-17,-0.44850085212530355,0.7853981633974483,1.1129390648130517
0.0,-0.46198758724857303,0.7853981633974483,1.1783472450961723
-2.745395983499388e-17,-0.4734985377500968,0.7853981633974483,1.243755425379293
-4.3276190146907255e-17,-0.48298447469037453,0.7853981633974483,1.3091636056624136
0.0,-0.49040482951551695,0.7853981633974483,1.3745717859455344
-4.2902489348776846e-17,-0.49572786755698284,0.7853981633974483,1.439979966228655
-4.807026428156926e-17,-0.49893082375139514,0.7853981633974483,1.5053881465117758
-2.2343856903185876e-17,-0.5,0.7853981633974483,1.5707963267948966
