,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-5.369130345394736,401.3+/-2.4,950+/-9,905+/-6,354+/-5,426+/-5,309.3+/-1.5,867+/-10,841+/-4,-0.847+/-0.008
1,-4.369130345394736,395.1+/-3.5,950+/-13,921+/-8,350+/-5,441+/-5,336.9+/-3.3,847+/-7,825+/-5,-0.900+/-0.009
2,-3.369130345394736,385.5+/-3.1,965+/-11,937+/-6,329.2+/-3.4,453+/-5,346.7+/-2.4,831+/-8,819+/-9,-0.949+/-0.009
3,-2.369130345394736,377+/-4,954+/-8,932+/-10,333.5+/-3.3,473+/-4,364.5+/-3.4,817+/-5,798+/-7,-0.987+/-0.008
4,-1.369130345394736,384+/-6,957+/-6,925+/-13,324+/-6,477+/-9,368.0+/-3.2,815+/-10,795.1+/-2.9,-0.993+/-0.011
