,UVHWP,QP,HA,VD,Theo Chi,Chi
0,-131.29599484,-21.986341777600742,[2350.1666666666665+/-3.700600551862442],[53.53333333333333+/-0.987477144601895],0.31495926535897933,[0.29959004616527524+/-0.0027318733750982776]
