,UVHWP,QP,HA,VD,Theo Chi,Chi
0,-130.96077268,-23.170274915193254,[2321.733333333333+/-12.010846949505456],[71.66666666666666+/-1.8152440913307242],0.31495926535897933,[0.3478344007090566+/-0.004405971295190079]
