,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-9.71449207491852,1247+/-6,409.0+/-2.8,311+/-4,1147+/-9,972+/-4,932+/-6,651+/-5,759+/-4,-1.284+/-0.006
