,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-9.70563616071427,820+/-9,531+/-7,607+/-4,823.7+/-2.3,787+/-6,828+/-7,526.0+/-2.8,440+/-5,-0.662+/-0.014
