UVHWP,alpha,unc
-20.0,54.813760377889686,0.2846151691439278
-18.571428571428573,57.392455866779166,0.4091244280948855
-17.142857142857142,59.69398301304857,0.22711917243154883
-15.714285714285715,62.13610834535773,0.31495211339629203
-14.285714285714285,65.85566579277001,0.47396320070622355
-12.857142857142858,68.30934445946701,0.4227441714146587
-11.428571428571429,70.51623965459787,0.5335852357171376
-10.0,73.373754803612,0.5786239053715864
-8.571428571428571,75.75283651578191,0.22971844265972177
-7.142857142857142,77.727467912895,0.5779573622204331
-5.7142857142857135,81.07840943177922,0.26032919283456535
-4.285714285714285,83.06480265773224,0.4507537274652483
-2.8571428571428577,84.08869200712253,0.5315496229808836
-1.428571428571427,84.96626391392944,0.3098462506263749
0.0,84.13504482460985,0.6564333510955815
1.4285714285714306,82.8696949646481,0.30801218037824346
2.8571428571428577,80.3822278647955,0.31490601404417845
4.285714285714285,78.47909636627642,0.3098677515572368
5.714285714285715,75.86551293997731,0.6420326033801943
7.142857142857142,73.4339282063876,0.5326973774727185
8.571428571428573,70.18608972142022,0.5492107119343134
10.0,68.11044680500441,0.32690165597314436
11.42857142857143,64.55769715457252,0.22939074486516844
12.857142857142861,62.12192717655669,0.6033168231675924
14.285714285714285,59.55079936847186,0.22956444644873478
15.714285714285715,56.34000088690872,0.3111816863488883
17.142857142857146,53.9365184646112,0.6084120719449143
18.57142857142857,51.31077123498074,0.3990590010025863
20.0,48.30940874457557,0.36644005724116985
21.42857142857143,46.22740412111123,0.5204110971167393
22.85714285714286,43.61822675613301,0.24442429244560676
24.285714285714285,40.69428408084817,0.42315403277491886
25.714285714285715,36.6672704396157,0.2912412834607507
27.142857142857146,33.98872732811935,0.36618815312610037
28.57142857142857,32.077646422708874,0.563971006793778
30.0,30.340827244760618,0.43019233071608504
31.42857142857143,26.79672106039265,0.6173959167578497
32.85714285714286,22.643979665484338,0.6705012675113846
34.285714285714285,21.118199296391833,0.5680951064657135
35.714285714285715,18.52982497923372,0.4416078704457434
37.142857142857146,15.64812155154749,0.3765206854490449
38.57142857142857,13.152693880649926,0.2164096726226574
40.0,11.508710527766443,0.19273888887254428
41.42857142857143,8.536824752331071,0.5298253356359397
42.85714285714286,8.869021361114408,0.4802669686737093
44.28571428571429,8.233376895228657,0.291006417908867
45.71428571428572,9.79835100637854,0.5864860220266802
47.14285714285714,12.145906248962053,0.5856386513102814
48.57142857142857,13.306912352205622,0.27434719726012563
50.0,16.141283829087563,0.7300476778582509
