start,stop,num_samp,samp_period,C_UV_HWP,C_QP,C_PCC,B_C_HWP,B_HWP,B_QWP,A_HWP,A_QWP,A,B,Ap,Bp,C4,C5,C6,C7,A_SEM,B_SEM,Ap_SEM,Bp_SEM,C4_SEM,C5_SEM,C6_SEM,C7_SEM,note
2024-06-07_09-26-56,2024-06-07_09-27-11,5,3,-133.90848928571427,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,4064.2666666666673,4913.866666666667,0.0,19212.866666666665,117.06666666666668,0.0,7.066666666666667,0.0,14.401928883158563,27.793604380224643,0.0,26.215898484189815,3.713937712635111,0.0,0.3231786571610886,0.0,
2024-06-07_09-27-12,2024-06-07_09-27-27,5,3,-131.55302053571427,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,5698.2,6714.4,0.0,18561.466666666667,219.06666666666666,0.0,8.866666666666665,0.0,23.808168532856193,7.467261881037786,0.0,37.850377952024786,2.3673707872752905,0.0,0.32659863237109044,0.0,
2024-06-07_09-27-28,2024-06-07_09-27-43,5,3,-129.1774625,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,7884.066666666666,9050.266666666666,0.0,17733.266666666666,372.46666666666664,0.0,10.666666666666668,0.0,23.394063824445308,25.95260637735212,0.0,45.34048963123329,4.145412457698801,0.0,0.9944289260117531,0.0,
2024-06-07_09-27-44,2024-06-07_09-27-59,5,3,-126.81446026785716,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,10552.133333333333,11909.866666666667,0.0,16670.93333333333,533.9999999999999,0.0,11.666666666666668,0.0,19.410363783871325,44.79169069766793,0.0,23.58328032973995,3.777124126457408,0.0,0.7817359599705717,0.0,
2024-06-07_09-28-00,2024-06-07_09-28-15,5,3,-124.43890223214288,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,13528.533333333335,15161.066666666666,0.0,15478.266666666666,747.8,0.0,13.666666666666668,0.0,19.195659231538116,41.88852932353777,0.0,32.29712749525015,4.884897360459303,0.0,0.6236095644623237,0.0,
2024-06-07_09-28-15,2024-06-07_09-28-30,5,3,-122.08845580357143,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,17017.133333333335,18869.266666666666,0.0,14157.93333333333,959.2666666666667,0.0,13.133333333333331,0.0,50.62724343451621,64.50050818059944,0.0,26.485509665140007,8.95010862752203,0.0,1.0413666234542207,0.0,
2024-06-07_09-28-31,2024-06-07_09-28-47,5,3,-119.70034196428571,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,20569.533333333333,22710.066666666666,0.0,12717.266666666666,1196.6000000000001,0.0,14.6,0.0,31.852542197514264,42.73905317934245,0.0,27.227110672187695,10.622512780777349,0.0,1.0821788720498615,0.0,
2024-06-07_09-28-47,2024-06-07_09-29-03,5,3,-117.33733973214288,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,24462.6,26775.333333333336,0.0,11183.333333333332,1466.9999999999998,0.0,17.0,0.0,32.646150019736176,30.78924776245384,0.0,18.38689146587259,12.51532394040736,0.0,0.869226987360353,0.0,
2024-06-07_09-29-03,2024-06-07_09-29-19,5,3,-114.96680401785716,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,28207.666666666668,30879.26666666667,0.0,9676.533333333335,1703.0,0.0,15.666666666666666,0.0,47.320538176708716,39.022415210861645,0.0,21.841499745006285,13.785257826146486,0.0,1.1690451944500122,0.0,
2024-06-07_09-29-19,2024-06-07_09-29-34,5,3,-112.61133526785716,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,31963.26666666667,34995.53333333333,0.0,8210.066666666666,1969.5333333333333,0.0,18.333333333333336,0.0,54.29256138940401,37.04210817134718,0.0,24.425715046965493,10.971478174491025,0.0,1.6363916944844772,0.0,
2024-06-07_09-29-35,2024-06-07_09-29-50,5,3,-110.23075491071427,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,35784.33333333333,38951.6,0.0,6778.866666666667,2216.0666666666666,0.0,16.53333333333333,0.0,22.585885464649035,89.33802226500336,0.0,11.09584506821266,13.610616771068427,0.0,1.0360180178613365,0.0,
2024-06-07_09-29-51,2024-06-07_09-30-06,5,3,-107.86021919642857,-29.990792410714278,3.784319196428571,0.002023357142856952,45.001957000732425,-0.00028125000000045475,45.0024755859375,-0.0019624953270067635,39089.933333333334,42510.66666666667,0.0,5478.333333333334,2425.2,0.0,19.533333333333335,0.0,37.26055406041163,60.45144975745224,0.0,17.94962085641066,9.671033496420526,0.0,1.1953614051360741,0.0,
