,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-29.0,1202+/-10,410+/-5,403+/-7,1148+/-5,1419+/-13,1417+/-12,150+/-4,144+/-4,-0.544+/-0.005
