,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-26.773838565224096,1412+/-6,129.3+/-2.3,121.1+/-2.4,1375+/-17,1126+/-8,1112+/-11,400+/-5,410+/-6,-1.058+/-0.006
