W,min_W_prime,eta_arr,chi
0.0,-0.4999997500000186,0.7853981633974483,0.001
-5.551115123125783e-17,-0.4923265050185015,0.7853981633974483,0.17542181408832186
-1.3877787807814457e-17,-0.4697131604588467,0.7853981633974483,0.3498436281766437
-5.551115123125783e-17,-0.4328459390128536,0.7853981633974483,0.5242654422649656
-2.7755575615628914e-17,-0.3828436103465058,0.7853981633974483,0.6986872563532874
0.0,-0.3212235410078056,0.7853981633974483,0.8731090704416092
-1.3877787807814457e-17,-0.24985564854648662,0.7853981633974483,1.0475308845299311
-4.163336342344337e-17,-0.1709056571500241,0.7853981633974483,1.221952698618253
0.0,-0.08676937675579255,0.7853981633974483,1.3963745127065748
0.0,-1.387778786386812e-17,0.7853981633974483,1.5707963267948966
