W,min_W_prime,eta_arr,chi
0.0,-0.4999997500000208,0.7853981633974483,0.001
-5.551115123125783e-17,-0.4923265050185003,0.7853981633974483,0.17542181408832186
-5.551115123125783e-17,-0.4697131604588485,0.7853981633974483,0.3498436281766437
-4.163336342344337e-17,-0.4328459390128568,0.7853981633974483,0.5242654422649656
-4.163336342344337e-17,-0.3828436103465058,0.7853981633974483,0.6986872563532874
0.0,-0.32122354100780554,0.7853981633974483,0.8731090704416092
-1.3877787807814457e-17,-0.24985564854648654,0.7853981633974483,1.0475308845299311
-1.3877787807814457e-17,-0.17090565715002434,0.7853981633974483,1.221952698618253
-1.3877787807814457e-17,-0.08676937675578503,0.7853981633974483,1.3963745127065748
-6.938893903907228e-18,-4.163336342344337e-17,0.7853981633974483,1.5707963267948966
