,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-6.869130345394736,304+/-5,1040+/-5,1021+/-8,265+/-4,330+/-5,247+/-5,1001+/-7,955+/-6,-0.825+/-0.006
1,-5.869130345394736,280+/-4,1059+/-9,1053+/-11,238+/-6,373.7+/-1.5,282.8+/-3.0,957+/-9,931+/-6,-0.913+/-0.007
2,-4.869130345394736,258+/-5,1078+/-5,1062+/-11,223.7+/-3.3,393+/-7,310+/-6,920+/-8,900+/-8,-0.978+/-0.007
3,-3.869130345394736,249.9+/-2.9,1079+/-5,1076+/-11,213+/-4,411.3+/-3.5,322+/-6,914+/-5,886+/-7,-1.008+/-0.006
4,-2.869130345394736,246+/-4,1091+/-9,1072+/-8,202.9+/-2.0,425+/-4,336.6+/-2.0,896+/-6,846+/-6,-1.051+/-0.005
