start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s),note
2023-07-06_13-45-06,2023-07-06_13-45-22,5,3,44.99246651785714,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,40296.600000000006,47070.133333333324,0.0,2125.866666666667,2581.0666666666666,0.0,14.0,0.0,36.78985367371447,67.35021240583532,0.0,15.86841727037284,9.564633930382396,0.0,1.0381607668264956,0.0,
2023-07-06_13-45-22,2023-07-06_13-45-37,5,3,47.363002232142854,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,39257.6,45891.00000000001,0.0,2748.733333333333,2518.0666666666666,0.0,16.866666666666667,0.0,24.05073341455064,31.003404830939957,0.0,14.467357894392602,10.190082324386646,0.0,2.001665972800324,0.0,
2023-07-06_13-45-38,2023-07-06_13-45-53,5,3,49.731026785714285,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,37926.066666666666,44282.0,0.0,3663.533333333333,2412.4000000000005,0.0,14.2,0.0,36.55792967636804,36.98468151365682,0.0,21.281864997640056,9.720768145230783,0.0,1.3523641850067194,0.0,
2023-07-06_13-45-53,2023-07-06_13-46-08,5,3,52.09654017857143,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,36013.066666666666,41984.4,0.0,4905.4,2279.0,0.0,13.8,0.0,101.56018467446386,45.69334986868699,0.0,21.72847593980457,15.396247739122824,0.0,0.4163331998932266,0.0,
2023-07-06_13-46-09,2023-07-06_13-46-24,5,3,54.464564732142854,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,33719.8,39418.73333333333,0.0,6298.6,2118.5333333333338,0.0,13.533333333333335,0.0,13.641684483800608,34.353942034843676,0.0,6.105007052502945,16.932414673243322,0.0,0.9225568335398698,0.0,
2023-07-06_13-46-25,2023-07-06_13-46-40,5,3,56.830078125,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,31148.333333333332,36340.0,0.0,7900.866666666667,1928.7333333333331,0.0,12.600000000000001,0.0,52.52851077695281,44.47870901403933,0.0,24.65711526787624,11.199900793211391,0.0,0.6782329983125267,0.0,
2023-07-06_13-46-40,2023-07-06_13-46-55,5,3,59.19056919642857,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,28475.4,33191.73333333333,0.0,9647.0,1747.3333333333333,0.0,11.6,0.0,35.06524078216337,27.381542850776444,0.0,27.560640211883708,2.5011108643072175,0.0,0.9392668535736913,0.0,
2023-07-06_13-46-56,2023-07-06_13-47-11,5,3,61.56863839285714,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,25503.666666666664,29758.93333333333,0.0,11458.8,1540.1333333333334,0.0,11.2,0.0,54.16661538459096,85.99666660206478,0.0,20.67005348592753,13.535385722862358,0.0,0.6200358412579425,0.0,
2023-07-06_13-47-11,2023-07-06_13-47-27,5,3,63.929129464285715,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,22385.73333333333,26123.2,0.0,13389.333333333334,1308.4,0.0,9.4,0.0,20.574363767671105,38.845791992898725,0.0,23.683796617565875,4.8846698967279165,0.0,0.77746025264604,0.0,
2023-07-06_13-47-27,2023-07-06_13-47-42,5,3,66.3046875,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,19331.399999999998,22683.333333333336,0.0,15303.8,1092.9333333333332,0.0,8.600000000000001,0.0,18.984028374750583,27.654214065048816,0.0,27.72455790650419,13.272946587367501,0.0,0.4876246279442597,0.0,
2023-07-06_13-47-43,2023-07-06_13-47-58,5,3,68.68526785714286,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,16333.266666666668,19129.26666666667,0.0,17198.0,872.4666666666668,0.0,6.9333333333333345,0.0,32.86325202005035,18.336787553379303,0.0,24.088263624521346,7.265290389547026,0.0,0.5715476066494083,0.0,
2023-07-06_13-47-59,2023-07-06_13-48-14,5,3,71.04827008928571,326.4935825892857,4.005301339285714,-0.007533482142857143,0.0027514648437545475,359.9995669555664,0.00032958984377273737,359.9969091796875,13589.333333333334,15952.6,0.0,18871.733333333334,675.1333333333334,0.0,6.666666666666666,0.0,13.961454874841147,28.01614613833336,0.0,41.68978025581023,4.565084884205322,0.0,0.7302967433402213,0.0,
