,Chi Theory,Chi Actual
0,0.001,0.083+/-0.004
1,0.31495926535897933,0.334+/-0.006
2,0.6289185307179587,0.671+/-0.007
3,0.942877796076938,0.993+/-0.004
4,1.2568370614359172,1.300+/-0.005
5,1.5707963267948966,1.604+/-0.004
