QP,phi,unc,DL,DR,RR,RL,DLu,DRu,RRu,RLu
-45.0,164.05460409907712,7.230579261291821,10.8,6.4,1.0,16.4,0.7999999999999999,1.4352700094407322,0.4472135954999579,1.8601075237738274
-44.08163265306123,137.42927332349996,5.611013618366343,19.6,3.8,4.0,21.2,2.181742422927143,0.9165151389911679,0.7071067811865476,2.9899832775452104
-43.16326530612245,122.6309384740745,2.6270454532798055,30.8,3.0,7.6,25.4,2.477902338672773,0.7071067811865476,0.39999999999999997,1.630950643030009
-42.244897959183675,106.16449915225692,2.8740540936688466,73.8,4.8,29.6,49.6,3.2155870381627047,0.58309518948453,1.9131126469708992,3.218695387886217
-41.326530612244895,87.55134341617558,2.269823589946434,188.0,5.6,98.2,90.4,3.6055512754639887,1.208304597359457,6.643794096749236,2.874021572639983
-40.40816326530612,67.98935184834946,1.1667613497868297,348.2,18.2,256.6,123.2,6.077828559609097,1.8547236990991405,3.501428280002319,6.909413868049879
-39.48979591836735,55.076297471186734,0.8257194722209404,547.0,73.8,469.8,139.4,14.446452851824906,3.072458299147443,8.799999999999999,4.03236903073119
-38.57142857142857,39.04372305941763,0.6967442102909459,688.8,172.0,749.0,111.8,5.721887800367987,5.916079783099615,11.886967653695368,1.772004514666935
-37.6530612244898,23.26289879485704,0.7734502142810266,750.2,343.6,1014.8,69.0,6.945502141674134,10.052860289489752,11.749042514179612,2.5495097567963922
-36.734693877551024,8.588480638762498,0.47026939953640134,738.2,560.8,1213.6,39.0,5.425863986500214,6.923871749245504,5.519057890618652,5.375872022286244
-35.816326530612244,-8.17064241161079,0.546643332936789,594.6,776.4,1315.4,49.2,17.716094377712036,8.6867715521936,5.844655678480983,4.363484845854286
-34.89795918367347,-23.523972750342043,0.8907460779249354,454.2,971.0,1289.0,101.8,11.984990613262907,12.755391017134677,27.994642344563005,6.529931086925802
-33.97959183673469,-37.91155526148893,1.0168740614493,319.0,1146.4,1242.4,180.0,9.5236547606473,18.58117326758458,19.31734971469948,1.0954451150103321
-33.06122448979592,-52.090932892111034,1.14422622308309,193.4,1263.6,1146.2,312.8,8.541662601625049,19.762590923257,24.755605425842447,9.604165762834375
-32.14285714285714,-68.59761989124776,0.6038811946226726,124.8,1430.6,989.6,477.8,4.726520919238589,13.760813929415658,6.209669878504009,12.463546846704592
-31.224489795918366,-82.53519940146813,0.708449419595792,70.0,1463.6,840.2,657.6,3.03315017762062,13.662357044082839,16.153637361288013,6.313477647065838
-30.306122448979593,-95.35532464958949,0.6060079787293301,56.8,1475.6,679.2,812.2,2.709243436828813,8.559205570612264,12.47156766409099,8.505292469985967
-29.387755102040813,-108.17700811655378,0.6141604043739277,88.6,1463.4,540.8,992.2,4.237924020083418,4.273172123844299,3.6249137920783716,15.793669617919704
-28.46938775510204,-121.89678569550159,0.7771218436115355,144.4,1369.4,387.6,1150.0,5.409251334519409,18.181309083781617,10.754533927604673,12.633289357883005
-27.551020408163264,-133.471875577284,0.7090923481833389,231.4,1278.2,253.0,1245.4,4.965883607174055,9.172785836374901,7.293833011524187,20.01649319935937
-26.632653061224488,-147.07901647864077,0.48802079671211895,374.6,1156.2,155.4,1362.6,6.071243694664216,8.598837130682265,3.668787265568828,11.906300852909773
-25.714285714285715,-159.3915021436999,1.213116346970697,501.0,1014.0,90.4,1454.6,9.833615815151617,22.230609528305784,4.365775990588614,26.031903503201605
-24.79591836734694,-170.21378286553752,0.5815603194654271,640.6,883.8,46.8,1456.8,12.983065893693984,9.946858800646561,3.512833614050059,25.235689013775705
-23.877551020408163,539.5903011888125,0.6365111481771482,755.6,745.2,33.0,1487.4,16.25299972312803,11.425410277097273,3.049590136395381,7.284229540589725
-22.959183673469386,529.0590409375412,0.6725047557819327,889.0,610.4,48.8,1490.0,5.60357029044876,11.981652640600126,3.7868192457522976,23.29592238998061
-22.04081632653061,518.8048724291656,0.36588911263969504,1020.8,505.6,88.2,1416.8,15.43826415112787,5.427706698044764,4.641120554348917,14.837115622653883
-21.122448979591837,506.7058155435427,0.5821168099269348,1139.0,381.0,161.2,1315.4,21.295539439046852,9.869143833180262,7.137226352022191,12.270289320142371
-20.20408163265306,497.6849216377153,0.5178253704207225,1239.0,273.6,239.2,1299.6,9.460443964212251,4.696807426326951,5.3981478305063115,16.97822134382751
-19.285714285714285,487.8146959398024,0.5709892730263064,1330.8,198.2,321.4,1200.4,23.726356652465626,10.561249926026749,8.91403387922662,10.642368157510807
-18.36734693877551,478.6472875393341,0.5688341422505999,1365.0,122.8,424.8,1103.4,16.507574019219177,5.834380858325928,11.337548235840057,10.371113729971336
-17.448979591836736,469.83961745678516,0.710627107807895,1442.6,88.4,498.4,987.0,17.64256217220163,4.9457052075512955,13.880201727640705,12.700393694685216
-16.53061224489796,462.63485732296914,0.6154101016276373,1437.6,53.8,632.2,942.4,24.245824382767438,2.782085548648711,13.60661603779573,7.6
-15.612244897959183,453.5399874265366,0.8748015920256407,1418.2,44.2,705.2,790.2,28.041754581338164,4.993996395673508,18.961540021844215,9.150956234186674
-14.693877551020407,444.85218625062237,0.6485445897011043,1484.6,43.8,822.0,692.2,19.05938089235849,2.0832666655999654,11.072488428533127,12.150720143267227
-13.77551020408163,436.3832422362903,0.8503066683231754,1371.0,57.4,898.6,580.4,19.30802941783547,4.261455150532504,18.640278967869552,8.738420909981391
-12.857142857142854,429.5786229006907,0.7010207046462702,1418.0,74.0,1004.2,503.8,10.839741694339398,2.8106938645110393,15.38635759366069,10.565983153497832
-11.938775510204081,423.7049585586374,0.4453321928662274,1407.2,114.0,1089.2,450.2,14.161214637170076,3.478505426185217,8.546344247688598,8.8
-11.020408163265309,418.9742496581441,0.6552901540363374,1401.4,151.8,1159.6,408.0,14.541664278891876,1.9339079605813716,19.101308855677924,3.346640106136302
-10.102040816326529,410.9636573529546,0.7733738592851562,1312.2,186.2,1224.8,311.8,11.73200750084997,6.061352984276695,20.251913489840902,13.271774561075093
-9.183673469387756,407.39775219853436,0.484577219534833,1288.4,216.0,1262.2,276.0,12.290646850349251,9.268225288586807,8.93532316147547,7.4229374239582535
-8.265306122448976,401.72222636612287,0.3141283034244694,1237.6,266.4,1316.4,227.2,10.952625256074453,5.2306787322488075,5.688585061331157,6.583312236253115
-7.346938775510203,398.74246828647665,0.4709198827481825,1208.6,300.8,1334.6,203.2,13.522573719525433,6.651315659326356,14.044927910103345,5.314132102234568
-6.428571428571431,395.8641511330739,0.4963824104719966,1191.6,335.8,1349.8,166.0,13.463283403390124,6.967065379340141,15.242703172337903,6.964194138592059
-5.510204081632651,392.86159393105527,0.524222109847681,1117.6,357.8,1335.2,159.0,8.280096617793781,8.63944442658207,13.03993865016243,5.449770637375485
-4.591836734693878,389.2289322495006,0.43095062454728583,1129.0,402.6,1413.6,115.4,16.97939928266015,8.73269717784832,5.173006862551025,3.3406586176980126
-3.673469387755098,386.37433671815575,0.6407439381075031,1078.2,433.6,1421.8,121.8,19.10863679072895,11.156164215356458,17.37066492682419,4.4877611344633745
-2.7551020408163254,384.8688856126637,0.6502134526083477,1054.2,458.2,1398.8,113.0,7.172168430816442,10.72100741535048,19.124330053625403,5.186520991955975
-1.8367346938775526,383.9100217826524,0.571999604603122,1044.4,451.2,1430.8,92.8,17.74429485778457,11.001818031580052,7.052659073002181,4.282522621072771
-0.9183673469387728,382.01341350326123,0.7118462102147121,1037.0,480.2,1463.6,86.4,12.553883861180172,13.723702124426922,8.992218858546538,6.2577951388648065
0.0,381.0182690614727,0.540148290715683,1021.6,500.2,1449.4,92.4,21.474636201807936,8.771544903835354,20.083824337013105,3.7894590642992827
