BCHWP,beta,unc,HD,HA,VD,VA,HDu,HAu,VDu,VAu
34.08163265306123,-47.63920748888302,0.6462341514180847,181.8,1240.8,1304.8,200.4,8.410707461325712,18.674581655287486,8.151073548925932,3.026549190084311
35.30612244897959,-42.14428158396885,0.7143229538931721,216.4,1175.0,1241.6,259.4,4.069397989875161,20.96902477465273,13.764446955835165,8.316249154516717
36.53061224489796,-38.183757147653075,0.5827055533827799,250.6,1142.2,1199.8,302.0,6.9397406291589885,18.483506160899235,11.2,4.494441010848846
37.755102040816325,-32.07492668708831,0.4604120364053001,318.6,1070.4,1147.6,360.8,7.201388754955533,14.82093114483702,7.698051701567091,7.644605941446557
38.9795918367347,-27.71298325472805,0.5048618408699949,369.6,1037.4,1091.6,407.8,6.562011886609167,7.249827584156743,18.156541520895434,9.420191080864548
40.204081632653065,-22.485875062397824,0.5085850341785594,434.0,973.8,1045.0,467.8,11.653325705565772,17.5994318090102,9.00555384193554,6.865857557508749
41.42857142857143,-19.051965803982107,0.48946007976186323,466.4,939.8,993.2,515.2,8.657944328765344,7.9962491206815205,13.770983988081605,15.011329055083696
42.6530612244898,-14.5449243904097,0.7128710657864844,517.8,888.2,924.2,567.0,12.6940931145159,16.626484896092737,26.240045731667465,9.555103348473002
43.87755102040816,-8.378473075531808,0.5203613788291627,586.8,799.2,863.8,653.2,11.24010676105881,14.86741403203664,13.850631754544628,11.880235687897777
45.10204081632653,-4.1416781709975,0.4748097027196585,647.4,774.4,787.4,704.0,12.777323663428113,2.2494443758403984,17.676538122607603,9.9498743710662
46.3265306122449,0.317940806916279,0.34921361749273694,694.2,711.2,740.4,773.6,12.366891282775958,5.323532661682465,9.489994731294638,6.727555276621664
47.55102040816327,5.319064363968441,0.4831701504097346,755.2,653.6,653.0,818.4,11.723480711802276,15.673544589530472,11.734564329364767,8.003749121505496
48.775510204081634,10.540776591966031,0.43114313316558484,802.4,575.8,607.8,911.2,8.477027781009095,14.7220922426128,9.567653839891992,8.901685233707154
50.0,15.005650164605504,0.3258785997404738,873.2,531.0,535.2,938.0,10.403845442911962,7.12039324756716,4.913247398615299,8.17312669668102
