sample,time,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
3282,1685579189.4128506,10099.0,124.30652079079003,11363.0,111.30588483993108,0.0,0.0,21560.0,142.25954371421895,436.0,29.78441053825157,0.0,0.0,4.0,1.632993161855452,0.0,0.0
3283,1685579190.5828521,10002.0,67.70524351924301,11137.0,102.32899013584674,0.0,0.0,21669.0,169.83292443522907,432.0,24.349309823666232,0.0,0.0,10.0,3.944053188733077,0.0,0.0
3284,1685579191.7098553,10273.0,84.57803760104892,11370.0,120.18504251546631,0.0,0.0,21662.0,137.92751719653333,468.0,21.89875694087579,0.0,0.0,6.0,1.632993161855452,0.0,0.0
3285,1685579192.8098571,10254.0,110.02221997800666,11264.0,150.52648345796902,0.0,0.0,21838.0,199.6318834477321,455.0,14.161763857498668,0.0,0.0,6.0,3.0550504633038935,0.0,0.0
3286,1685579193.9198585,10293.0,131.25928538583472,11303.0,99.45462393585439,0.0,0.0,21794.0,120.86907517364949,483.0,25.822040542485748,0.0,0.0,3.0,1.5275252316519463,0.0,0.0
3287,1685579195.02986,10317.0,107.22820938954865,11387.0,128.51329373518783,0.0,0.0,21437.0,137.50191917852555,463.0,14.146063449281963,0.0,0.0,7.0,3.0,0.0,0.0
3288,1685579196.1498613,10372.0,134.3775774946599,11480.0,114.22200605254079,0.0,0.0,21749.0,182.4612592061973,451.0,21.728117983643017,0.0,0.0,4.0,2.2110831935702664,0.0,0.0
3289,1685579197.209863,10236.0,136.98499512314805,11371.0,93.17188417113825,0.0,0.0,21710.0,155.3204572631836,455.0,11.37736544391734,0.0,0.0,5.0,2.6874192494328497,0.0,0.0
3290,1685579198.3098648,10260.0,121.50903029999228,11549.0,71.74724152653303,0.0,0.0,21537.0,187.04158777008803,461.0,23.82575637134458,0.0,0.0,8.0,2.4944382578492945,0.0,0.0
3291,1685579199.409866,10262.0,54.829027186538895,11452.0,156.90619986334366,0.0,0.0,21848.0,131.6459899376607,479.0,17.28518954995223,0.0,0.0,9.0,2.7688746209726918,0.0,0.0
summary,,10236.8,34.11900741033752,11367.6,36.69096164815889,0.0,0.0,21680.4,42.97110140030804,458.3,5.191980996369947,0.0,0.0,6.2,0.7272474743090476,0.0,0.0
