sample,time,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
3236,1685579138.5186925,10182.0,73.45142007552414,11429.0,95.31759776895578,0.0,0.0,21465.0,184.8978697070959,448.0,14.817407180595247,0.0,0.0,15.0,2.6874192494328497,0.0,0.0
3237,1685579139.6337452,10310.0,114.1246881460994,11405.0,98.55906294648346,0.0,0.0,21591.0,179.98425857094648,470.0,19.77652929892177,0.0,0.0,13.0,4.2295258468165065,0.0,0.0
3238,1685579140.7137668,10153.0,152.9055627212794,11391.0,64.22962279543951,0.0,0.0,21823.0,113.21611585321627,438.0,20.698899595013366,0.0,0.0,5.0,2.6874192494328497,0.0,0.0
3239,1685579141.8157685,10270.0,100.99504938362077,11409.0,150.76434886566813,0.0,0.0,21498.0,115.91951230631247,479.0,17.476968971891104,0.0,0.0,10.0,3.333333333333333,0.0,0.0
3240,1685579142.9177701,10237.0,73.84744033779671,11495.0,118.98879499067688,0.0,0.0,21448.0,162.7936662704596,482.0,14.047538337136984,0.0,0.0,6.0,2.2110831935702664,0.0,0.0
3241,1685579144.0177717,10233.0,117.20874066761783,11430.0,132.66499161421598,0.0,0.0,21593.0,142.29898102235308,458.0,18.0,0.0,0.0,7.0,2.134374745810949,0.0,0.0
3242,1685579145.1177733,10149.0,123.14805903644785,11374.0,94.25968856774823,0.0,0.0,21275.0,174.73948863633794,513.0,23.666666666666664,0.0,0.0,8.0,4.666666666666668,0.0,0.0
3243,1685579146.2177749,10318.0,114.90865937778578,11492.0,136.9330736771313,0.0,0.0,21476.0,168.39239887833415,467.0,12.74100990241093,0.0,0.0,7.0,3.0,0.0,0.0
3244,1685579147.3177764,10206.0,106.78326960093828,11311.0,85.70556833977852,0.0,0.0,21622.0,127.92185114357905,489.0,18.82374387132733,0.0,0.0,8.0,3.265986323710904,0.0,0.0
3245,1685579148.457778,10301.0,131.85387534860115,11347.0,144.12995679054526,0.0,0.0,21301.0,228.80098096137803,477.0,25.605988882811506,0.0,0.0,5.0,2.23606797749979,0.0,0.0
summary,,10235.9,19.962436947649675,11408.3,18.298178415714865,0.0,0.0,21509.2,50.55597557823077,472.1,6.7502263336539725,0.0,0.0,8.4,1.0561986345169907,0.0,0.0
