UVHWP,alpha,unc,HD,HA,VD,VA,HDu,HAu,VDu,VAu
-10.0,73.63088199463299,0.16513012175596356,149.6,94.6,1400.0,1430.4,3.6959437225152656,2.712931993250107,26.262140049889307,11.263214461245067
-8.775510204081632,75.70049185358434,0.1690734841302002,122.6,68.6,1435.0,1508.0,3.9698866482558417,2.2934689882359427,10.540398474441087,13.24009063413087
-7.551020408163265,77.67362423233944,0.286105709767469,88.0,51.0,1404.8,1506.2,6.204836822995428,2.0,25.977682729604656,10.781465577554842
-6.326530612244898,79.33843449006169,0.1519983788965964,66.4,38.2,1441.8,1509.6,1.8601075237738274,1.9339079605813716,29.1022335912555,28.964806231010762
-5.1020408163265305,81.6871146833434,0.2804280931312309,45.8,19.2,1490.0,1554.6,3.865229618017537,2.154065922853801,12.653062870309308,16.76484416867631
-3.8775510204081627,83.25244990379525,0.19298110987021672,30.4,12.6,1484.2,1587.6,1.5033296378372907,1.9390719429665315,14.870776711389356,22.533530571128882
-2.6530612244897958,84.83543854063056,0.21126826090822648,15.6,9.2,1510.0,1525.8,1.3638181696985854,1.4966629547095764,14.549914089093447,26.710297639674476
-1.4285714285714288,85.15908130477452,0.2436106760995691,11.4,10.6,1509.2,1558.0,0.6,2.1354156504062622,14.674467622370496,19.031552748002458
-0.204081632653061,85.00076793853287,0.28468295874153693,9.8,13.8,1526.6,1557.6,1.6248076809271919,2.154065922853801,14.274452704044382,10.31309846748299
1.0204081632653068,83.34727343283116,0.2466642213689549,11.4,30.0,1506.2,1537.0,2.014944167960988,2.345207879911715,9.281163720137684,10.435516278555651
2.2448979591836746,81.64650078386839,0.16322157235296986,22.8,42.6,1507.4,1525.8,0.9695359714832658,2.3790754506740637,7.852388171760231,14.026403673073151
3.4693877551020407,79.71333044695851,0.18903773026380144,39.4,58.0,1471.6,1485.4,1.9390719429665315,2.9154759474226504,28.999310336626973,13.847743498491006
4.6938775510204085,77.53736718274574,0.15736436868802167,53.4,89.2,1453.6,1465.8,2.9765752132274432,1.8275666882497066,23.391451429956202,11.456002793295749
