,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-11.78401521381579,1283+/-8,218+/-4,203+/-4,1232+/-6,1194+/-8,1203+/-10,272+/-5,276.5+/-3.3,-0.847+/-0.005
