,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-8.0,151.7+/-2.3,1251+/-6,1296+/-4,150.7+/-2.5,346+/-7,326+/-5,1085+/-5,1086+/-9,-0.982+/-0.004
