,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-26.0,1515+/-8,71.3+/-1.6,72.2+/-1.1,1455+/-9,1014+/-10,1029+/-11,527.1+/-2.6,528.9+/-2.5,-1.235+/-0.005
