,QP,DD,DA,AD,AA,RD,RA,LD,LA,gamma
0,-14.0,576+/-7,1040+/-10,1020.2+/-3.4,576+/-4,69.5+/-2.0,1538+/-11,1532+/-5,65.9+/-0.9,-0.300+/-0.004
