,QP,DR,AR,DL,AL,RR,LL,RL,LR,gamma
0,-3.8691303453947365,120.7+/-1.9,1211+/-6,1232+/-12,117+/-4,371+/-4,334+/-5,991+/-7,950+/-8,-1.060+/-0.005
