W,min_W_prime,eta_arr,chi
1.1374998796149905e-07,-1.9136642836228908e-07,0.7853981633974483,0.001
0.00348899483755461,-0.006409436736011941,0.7853981633974483,0.17542181408832186
0.013740760853412092,-0.02358465214436022,0.7853981633974483,0.3498436281766437
0.030344814369698436,-0.047302312007822665,0.7853981633974483,0.5242654422649656
0.052593060352058525,-0.0733027003578678,0.7853981633974483,0.6986872563532874
0.07941427917260332,-0.09825744456591265,0.7853981633974483,0.8731090704416092
0.10919043085550541,-0.11978237136372591,0.7853981633974483,1.0475308845299311
0.13923001679408767,-0.13622721106329294,0.7853981633974483,1.221952698618253
0.16433886307701176,-0.14650633365018884,0.7853981633974483,1.3963745127065748
0.17499999999999988,-0.14999999999999974,0.7853981633974483,1.5707963267948966
