W,min_W_prime,eta_arr,chi
1.765718264401414e-17,-6.517695864791758e-07,0.7853981633974483,0.001
4.724606122996633e-14,-0.01923245779588819,0.7853981633974483,0.17542181408832186
2.649557656608792e-12,-0.05871046478868706,0.7853981633974483,0.3498436281766437
-3.469446951953614e-18,-0.1019397638283763,0.7853981633974483,0.5242654422649656
4.85722573273506e-17,-0.14302425631253937,0.7853981633974483,0.6986872563532874
1.0765874303153566e-11,-0.17925896203437314,0.7853981633974483,0.8731090704416092
6.938893903907228e-18,-0.20896841890926796,0.7853981633974483,1.0475308845299311
2.7755575615628914e-17,-0.23098595451478313,0.7853981633974483,1.221952698618253
7.860379014346108e-14,-0.24451181153029178,0.7853981633974483,1.3963745127065748
-1.3877787807814457e-17,-0.2490728004459065,0.7853981633974483,1.5707963267948966
