W,min_W_prime,eta_arr,chi
1.1374998797376477e-07,-1.421623898203787e-07,0.7853981633974483,0.001
0.0034889948375546203,-0.00640943673577002,0.7853981633974483,0.17542181408832186
0.013740760853416802,-0.023584652144869846,0.7853981633974483,0.3498436281766437
0.03034481436969843,-0.04730231200779703,0.7853981633974483,0.5242654422649656
0.05259306035205852,-0.07330270035795639,0.7853981633974483,0.6986872563532874
0.07941427917260335,-0.09825744456595255,0.7853981633974483,0.8731090704416092
0.10919043085554132,-0.11978237136373035,0.7853981633974483,1.0475308845299311
0.13923001679408764,-0.13622721106328667,0.7853981633974483,1.221952698618253
0.1643388630770118,-0.14650633365024218,0.7853981633974483,1.3963745127065748
0.17499999999999988,-0.14999999999999997,0.7853981633974483,1.5707963267948966
