w_old,wp1_old,wp2_old,wp3_old,w_new,wp1_new,wp2_new,wp3_new,concurrence
0.08418031413246316,0.029046802788764984,0.06781920433509851,0.0577739358911007,0.08418031413210855,0.029046802788750107,0.06781920433481997,0.057773935891100525,0.0
0.0006168863356660927,-0.049845252817564994,-0.10479669928907046,-0.0027822942429324912,0.000616886334719971,-0.049845252817672187,-0.10479669928979822,-0.0027822942426395762,0.3214613140241401
0.018008759044229147,-0.02490466579567983,-0.19933450053282412,-0.020050957835760778,0.023604615704021184,-0.024904665795239207,-0.19933450053282425,-0.020050957835313972,0.5244813740966161
0.19331949662593517,0.19138113385728517,0.18259377272926436,0.18537963076523528,0.19331949662628845,0.19138113385453906,0.18259377272925081,0.1853796307654243,0.0
-0.17570403008188737,-0.1819621120312489,-0.20714155230064873,-0.18312580318217297,-0.17570403008209584,-0.18196211203124868,-0.20714155230065193,-0.1831258031820515,0.4505076431955995
0.11360072556896064,0.09778157721732228,0.11327356602786325,0.10442437040779357,0.11360072556896064,0.0977815772175388,0.11327356602798705,0.10442437040779341,0.0
-0.024978717074960466,-0.025058218526273414,-0.02549787968148332,-0.047961741865869045,-0.024978717072186546,-0.025058218526274604,-0.025497879680867225,-0.04796174186578432,0.12683764514742724
-0.15803932158981382,-0.2104273556614812,-0.1591878442639545,-0.17167236605312602,-0.1580393215898015,-0.21042735566286444,-0.15918784426394283,-0.17167236605287783,0.4397286894191214
0.09259784541584239,0.05768731657750739,0.04942070402166431,0.03705177274430325,0.09259784541584239,0.05768731657749948,0.04942070402152695,0.0370517727440583,0.1041181765510868
0.07565336307101748,0.0665669403185932,0.04474296949358649,-0.0017003438458467724,0.0756533630729145,0.06656694031881916,0.04474296949358644,-0.0017003438458638542,0.24686730707301568
