0,1,2,3,4
"['phi plus, phi minus', 'psi plus, psi minus']","[(45.0, 90.0)]","[0.5, 0.5]","['W1', 0.2499999999999999, [2.3025583315389757]]","['Wp1_min_name', -2.7755575615628914e-17, [2.4430014069735857]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(45.0, 90.0)]","[0.5, 0.5]","['W3', 0.2499999999999999, [2.3164279309182314]]","['Wp1_min_name', -1.3877787807814457e-17, [0.4987764659382456]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W6', 0.2497500001343413, [0.017041509325416877]]","['Wp3_min_name', 2.3007432109330243e-15, [0.032564591734043906]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W5', 0.24975000069695533, [2.0378153353468518]]","['Wp3_min_name', 6.546013553191082e-17, [0.4786314728993514]]"
"['phi plus, i psi plus', 'phi minus, i psi minus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W4', 0.2497500000417386, [3.0840831856183]]","['Wp2_min_name', 3.885780586188048e-16, [2.0904384590113385]]"
"['phi plus, i phi minus', 'psi plus, i psi minus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W1', 0.24975000004195042, [2.128653407371689]]","['Wp1_min_name', -1.3877787807814457e-17, [2.290980985266752]]"
"['psi plus, i psi minus', 'phi plus, i phi minus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W1', 0.24975000004205, [1.9043736252074255]]","['Wp1_min_name', -1.3877787807814457e-17, [2.015825133328422]]"
"['phi minus, i psi minus', 'phi plus, i psi plus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W3', 0.24975000008748421, [1.980312358110912]]","['Wp2_min_name', -2.7755575615628914e-17, [0.34992201621996394]]"
