0,1,2,3,4
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.014664509798289163, [0.5595810497890235]]","['Wp1', -0.04293058021065168, [2.1582145462735243]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.018745113470894054, [1.264013889250169]]","['Wp1', -0.03695639924827307, [3.104993793741142]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.0334249515117685, [0.08516192935077507]]","['Wp1', -0.013370447127238089, [0.8812330823022861]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 90.0)]","[0.4, 0.6]","['W2', 0.05000000000000002, [2.777512009119268]]","['Wp1', -0.027871926215096154, [0.2610069454147369]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.0348760075377494, [0.0663505258053273]]","['Wp1', -0.02736557873283591, [0.5468363271349755]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.03477240930640935, [2.3312680917275728]]","['Wp1', -0.027526271894441595, [2.31081113995896]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.012297750408469978, [0.7794169495414489]]","['Wp1', -0.08616174518665563, [2.690977051595463]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.04783395559458061, [0.9583488266317253]]","['Wp1', -0.03590596184945996, [1.6913070357166928]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.04768698906294101, [1.511683540331494]]","['Wp1', -0.03611380391172512, [1.6426754331869693]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.5, 0.5]","['W1', 0.012220424831878584, [0.7924999826965607]]","['Wp1', -0.08627110005807027, [2.290988793702342]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W1', 0.10814362755801835, [1.614781331181092]]","['Wp1', -0.06682572369553888, [1.0275850145640333]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.03487600756910513, [1.7911101746898201]]","['Wp1', -0.027365578732819633, [1.5689311564978474]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.03477240930630225, [0.5778930970357694]]","['Wp1', -0.02752627189439487, [3.0019347801073364]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.049999999999999975, [2.5788890283190176]]","['Wp2', -0.047278669673740864, [2.9864115320147113]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W2', 0.04372912128472392, [2.1259644851153645]]","['Wp1', -0.018713738811605263, [2.41756315869035]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W6', 0.04999999999999996, [2.4753774335125507]]","['Wp1', -0.03278216033756924, [2.387863509984119]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(14.999999999999998, 90.0)]","[0.5, 0.5]","['W2', 0.03349364905389032, [2.74761062249789]]","['Wp1', -0.029764177394925886, [0.198995982031206]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W2', 0.02608910089695332, [0.9423239652751093]]","['Wp2', -0.09150620998213259, [1.4838081273786252]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.03405248322601062, [1.7370746155011936]]","['Wp2', -0.07768030285463387, [1.7468666158245232]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.05596621641820003, [0.7742721441555495]]","['Wp2', -0.03827906343909219, [1.9588811963732056]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W4', 0.0558793348231403, [0.9513207912350354]]","['Wp1', -0.03844005665656554, [1.9818370078477212]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W2', 0.11343492213687822, [0.27417173219042096]]","['Wp1', -0.07776696430630918, [2.61581700203014]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W4', 0.026089019065259983, [0.07232620792991669]]","['Wp1', -0.09150635094599058, [2.196061452056445]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999993333336549, [2.60329514895387]]","['Wp3', -0.03278201601746194, [2.3598173922327756]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04369096978817772, [2.4171918025471806]]","['Wp3', -0.01862498857470274, [1.283471567872982]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.02800431697103762, [2.807203560241723]]","['Wp1', -0.0474850914255987, [1.4134577092052423]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.5, 0.5]","['W1', 0.026089100896953293, [1.6618767849914513]]","['Wp3', -0.0915062099820684, [2.6081635915726387]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.11336567246605411, [0.6543415353385226]]","['Wp3', -0.07768030285446795, [3.1073603638400367]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W1', 0.05596621639070516, [2.553261616580576]]","['Wp3', -0.038279063439142495, [0.28688511719485676]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.05587933482314035, [2.1455141639945583]]","['Wp1', -0.03844005665682447, [0.3342743225435749]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.034002971693862995, [1.508832301517155]]","['Wp1', -0.07776696430636902, [0.2653719164423971]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 90.0)]","[0.5, 0.5]","['W6', 0.026089019070156122, [0.8447676528619805]]","['Wp1', -0.09150635094583351, [0.3645366041443794]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W4', 0.049999999999999975, [1.2475602236522982]]","['Wp3', -0.032782016017629735, [0.21349674316137787]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04369096978817521, [2.444877681048719]]","['Wp3', -0.018624988574806538, [2.1060658089617985]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W1', 0.04999999999999999, [2.926270790970395]]","['Wp1', -0.04748509142553238, [2.1605391685216193]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W2', 0.026089100896975817, [0.8619026852393081]]","['Wp3', -0.09150620998214348, [1.8874627843482816]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.034052483226009456, [0.8241307254492142]]","['Wp3', -0.0776803028545724, [2.2616291863940683]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.055966216390747045, [2.102494300658807]]","['Wp3', -0.03827906343922692, [1.2953554278666768]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.0558793348231403, [0.5503608045329619]]","['Wp1', -0.03844005665636735, [1.615818630394858]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.034002971693875755, [0.9975745406522102]]","['Wp1', -0.07776696430534742, [0.733203961643967]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W6', 0.026089019065259997, [0.7575115586720852]]","['Wp1', -0.09150635094608928, [2.2506334363821283]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.1, 0.9]","['W6', 0.04995000074526045, [2.5906987285788405]]","['Wp3', -0.399999777777796, [1.6706511207959995]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.1, 0.9]","['W6', 0.034511113454209257, [0.9587571331742067]]","['Wp3', -0.3781443101141203, [0.7809056992128858]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.1, 0.9]","['W6', 0.020586472189397846, [1.1341406178465134]]","['Wp3', -0.31508567547044175, [0.6833077796296808]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.2, 0.8]","['W4', 0.09999999999999995, [2.099765304741979]]","['Wp3', -0.2999998125000185, [2.690867011903531]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.2, 0.8]","['W6', 0.06902222593786059, [2.1260019786205437]]","['Wp3', -0.28158310066396497, [1.5634640924304393]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.2, 0.8]","['W6', 0.041172944334136846, [1.338132075808182]]","['Wp3', -0.22877144466220772, [2.6184785462325944]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.2, 0.8]","['W6', 0.01907479562678156, [0.5800095922364811]]","['Wp3', -0.1485290112912283, [2.853333918510308]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.3, 0.7]","['W6', 0.14985000007383326, [2.4125604051703107]]","['Wp3', -0.1999998571428756, [1.9338341318206347]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.3, 0.7]","['W6', 0.10353333890679095, [0.7111831640609682]]","['Wp3', -0.18601156995188567, [2.102283590142495]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.3, 0.7]","['W6', 0.06175941650120669, [2.1671214479757928]]","['Wp3', -0.14646884358537895, [0.713615150447642]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.3, 0.7]","['W6', 0.02861219343776459, [1.3348281956560584]]","['Wp3', -0.08877000014434461, [0.44824561228219856]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999990000006663, [1.7918288569545708]]","['Wp3', -0.09999993750001059, [2.4112831799629517]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.040692537972840476, [0.44806065487550983]]","['Wp3', -0.09394117724140985, [2.3852977671927973]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.018666419450517474, [0.3200015601987782]]","['Wp3', -0.07752957627308893, [2.3882740809608927]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.1998000001405509, [0.2966827716029103]]","['Wp3', -0.09999991666668284, [2.3368296497174916]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.13804445188063885, [0.384270770771017]]","['Wp3', -0.09189362372408061, [0.6572826092801265]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.08234588866827372, [2.187669940247489]]","['Wp3', -0.06962360358176256, [1.3213620194926348]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.4, 0.6]","['W6', 0.03814959125035286, [1.6301281765217992]]","['Wp3', -0.039281333338948836, [2.586619377375798]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.049999900000066745, [3.047929761962498]]","['Wp3', -0.09999993750001412, [0.23631022039426391]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04069253797284059, [1.6113319888777822]]","['Wp3', -0.09394117724143611, [1.657278329142726]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.01866641945038517, [1.6163807053947552]]","['Wp3', -0.077529576273089, [0.6100572860292525]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 54.022918311805235)]","[0.4, 0.6]","['W4', 0.05000000000000005, [1.0845091702806078]]","['Wp3', -0.05581569022119952, [3.012553546825917]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W4', 0.05000000000000006, [0.7301888621866448]]","['Wp2', -0.12838812935309654, [0.3260956512258153]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W4', 0.05000000000000006, [2.3325993417070814]]","['Wp2', -0.11970359061279066, [0.1581051156163511]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.028004316971037675, [2.672163161993279]]","['Wp2', -0.09528064136933845, [1.3115188093021375]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 0.057295779513082325)]","[0.5, 0.5]","['W3', 0.1249998750000833, [2.8732318049649317]]","['Wp3', -0.03784690637269374, [2.975298859023111]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W3', 0.11336567246605064, [2.60829763242658]]","['Wp3', -0.03311697297832164, [1.905778044246212]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W6', 0.0858330243129814, [1.2027923431869778]]","['Wp2', -0.01981521621483858, [0.03408966305025137]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.03400297169386301, [1.7416629122147076]]","['Wp1', -0.03385955241717237, [2.6640678607082666]]"
"['phi plus, psi minus', 'phi plus, i psi plus']","[(59.99999999999999, 90.0)]","[0.5, 0.5]","['W6', 0.026089019065265284, [2.197879716428328]]","['Wp1', -0.04653516540861413, [1.7327080390417182]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999993333336549, [1.6654079386657135]]","['Wp1', -0.12838812930149196, [1.4572351546500957]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04369096978817609, [0.7139522059158676]]","['Wp1', -0.11970359061236695, [0.5794464984994419]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.028004316971038903, [0.3525155484145325]]","['Wp1', -0.09528064136971763, [1.5530876001658975]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.5, 0.5]","['W1', 0.12499987500008336, [1.4873689468732134]]","['Wp3', -0.03784690637252597, [2.492766563831302]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.11336567246607376, [0.7270111211588455]]","['Wp1', -0.03311697297832587, [0.013095997749095006]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W6', 0.08583302431298137, [1.2307889186126264]]","['Wp3', -0.01981521621488954, [0.09032845935678117]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.03400297169390796, [1.067574241348412]]","['Wp2', -0.03385955241727982, [0.5298113749750294]]"
"['phi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 90.0)]","[0.5, 0.5]","['W6', 0.026089019065378215, [2.718678252495194]]","['Wp2', -0.04653516540860839, [2.1983735057603058]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999993333336545, [0.1606821551987248]]","['Wp1', -0.12838812882993134, [2.6128828711743033]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.043690969788175237, [2.186678490635407]]","['Wp1', -0.11970359061280804, [1.3116889564986407]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.02800431697103776, [1.85467047935068]]","['Wp1', -0.09528064136971968, [0.38331668104461636]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W6', 0.12499987500008325, [0.9510701844366843]]","['Wp3', -0.0378469063726946, [2.2758818730259796]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.11336567246605053, [0.22414742758158746]]","['Wp3', -0.03311697297833841, [3.083684271701883]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.08583302431298133, [2.211100921786003]]","['Wp3', -0.019815216214894432, [0.7295334961317234]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W2', 0.03400297169386296, [2.1597370479368987]]","['Wp2', -0.033859552416991956, [2.477732897468018]]"
"['phi plus, psi minus', 'psi plus, i psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W2', 0.026089019065262176, [1.2711860923645824]]","['Wp2', -0.04653516540861727, [1.0230494921972204]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.049999933333365755, [0.4551923794321064]]","['Wp2', -0.12838812935309446, [1.393527752746582]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04369096978817521, [2.5856312902085143]]","['Wp2', -0.11970359061282007, [0.635699940111261]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.02800431697103757, [2.1278957070928373]]","['Wp2', -0.09528064136960802, [0.8356771220692358]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W4', 0.12499987500008322, [0.8968288484385171]]","['Wp2', -0.03784690637269222, [2.3427936618874874]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.11336567246606612, [0.048322272631694634]]","['Wp2', -0.03311697297826142, [1.0924486670945297]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W6', 0.08583302431298134, [1.477953164010447]]","['Wp3', -0.019815216214896146, [2.1457508711655113]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W4', 0.034002971693863, [0.3468132864056768]]","['Wp1', -0.033859552416471456, [0.18027551174219905]]"
"['phi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W4', 0.02608901906525999, [0.6008816838969485]]","['Wp1', -0.04653516540861567, [2.5294629710514056]]"
"['phi minus, psi plus', 'phi plus, phi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.049999933333365415, [3.020471661847717]]","['Wp3', -0.04383353611253994, [1.8274150086598395]]"
"['phi minus, psi plus', 'phi plus, phi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W5', 0.04369096978817524, [2.4426580678439143]]","['Wp3', -0.034625379891673067, [0.11358303121037139]]"
"['phi minus, psi plus', 'phi plus, phi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.02800431699709107, [1.4978351561044612]]","['Wp1', -0.11156069941880112, [3.06418197162377]]"
"['phi minus, psi plus', 'psi plus, psi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.04999993333336551, [1.5677879279666873]]","['Wp3', -0.04383353611265524, [2.691549622712591]]"
"['phi minus, psi plus', 'psi plus, psi minus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W4', 0.04999999999999995, [1.4133233146808741]]","['Wp3', -0.0346253798915154, [0.43819405065105205]]"
"['phi minus, psi plus', 'psi plus, psi minus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.02800431697103762, [2.120191394849799]]","['Wp1', -0.11156069941876955, [0.8754092528721569]]"
"['phi minus, psi plus', 'psi plus, psi minus']","[(59.99999999999999, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.04999999999999995, [1.4769184495977523]]","['Wp1', -0.2167633914013517, [0.6301951447757038]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 0.057295779513082325)]","[0.1, 0.9]","['W5', 0.04995012423562238, [1.861561041622531]]","['Wp3', -0.39999977777779694, [2.0674423901580696]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 18.045836623610466)]","[0.1, 0.9]","['W5', 0.03451111296893503, [3.1028919032329028]]","['Wp3', -0.3781443101141253, [0.8835381285170445]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 36.03437746770785)]","[0.1, 0.9]","['W5', 0.02058647216707791, [1.0958966408966047]]","['Wp3', -0.3150856754704417, [0.10642798571496245]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 0.057295779513082325)]","[0.2, 0.8]","['W5', 0.099900010840347, [1.9478799507574807]]","['Wp3', -0.2999998125000184, [2.144504951011567]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 18.045836623610466)]","[0.2, 0.8]","['W5', 0.06902222593891835, [1.5539267065151396]]","['Wp3', -0.28158310066396497, [0.3388402069228048]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 36.03437746770785)]","[0.2, 0.8]","['W5', 0.04117294433413694, [0.7745785947273738]]","['Wp3', -0.228771444662215, [1.8173706276953228]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 54.022918311805235)]","[0.2, 0.8]","['W5', 0.019074795625176454, [0.46228159092086285]]","['Wp3', -0.14852901129122825, [2.5345738016490973]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 0.057295779513082325)]","[0.3, 0.7]","['W5', 0.14985073151095532, [1.2299447220478754]]","['Wp3', -0.1999998571428756, [2.810760451540404]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 18.045836623610466)]","[0.3, 0.7]","['W5', 0.1035333389096077, [0.9600011998189246]]","['Wp3', -0.1860115699519146, [0.45999889738396155]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 36.03437746770785)]","[0.3, 0.7]","['W5', 0.06175941650120532, [0.425128160095557]]","['Wp3', -0.14646884358538315, [2.944922211635254]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 54.022918311805235)]","[0.3, 0.7]","['W5', 0.028612193437769745, [0.36296390666823547]]","['Wp3', -0.08877000014434343, [0.11992915616640935]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.04999990000006667, [1.444684515165064]]","['Wp3', -0.09999993750001343, [0.5313494190575296]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W5', 0.04069253797284048, [2.033961860409915]]","['Wp3', -0.09394117724143372, [2.1314399303912728]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.018666419450651367, [0.47118597157804953]]","['Wp3', -0.07752957627308804, [2.8265151003183577]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.1998000000340424, [0.8211135816956506]]","['Wp3', -0.09999991666668281, [0.33465259773517964]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 18.045836623610466)]","[0.4, 0.6]","['W5', 0.13804445187572129, [0.20215403563550546]]","['Wp3', -0.09189362372408039, [1.6031218531174938]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.0823458886682737, [1.1979146742251185]]","['Wp3', -0.06962360358178435, [2.8238701304348903]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(45.0, 54.022918311805235)]","[0.4, 0.6]","['W5', 0.03814959125035293, [0.735594833220295]]","['Wp3', -0.039281333338948815, [2.210555233429816]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.04999990000006673, [0.6701523754681368]]","['Wp3', -0.09999993750001206, [0.874734504803116]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W5', 0.04069253798023757, [0.4907414223622187]]","['Wp3', -0.09394117724143423, [2.788890553633478]]"
"['phi minus, psi plus', 'phi plus, psi minus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.018666419450466168, [0.06880077768490539]]","['Wp3', -0.07752957627308907, [1.8050035669449491]]"
"['phi minus, psi plus', 'phi plus, i psi plus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W5', 0.049999933333365394, [0.5081335078722634]]","['Wp2', -0.12838812935298521, [0.1361824159608239]]"
"['phi minus, psi plus', 'phi plus, i psi plus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W5', 0.04369096978817522, [1.7810180753448528]]","['Wp2', -0.11970359061276525, [0.14090930669340146]]"
"['phi minus, psi plus', 'phi plus, i psi plus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W5', 0.02800431697395194, [3.0066807240342666]]","['Wp2', -0.0952806413697241, [2.221064720304879]]"
