0,1,2,3,4
"['psi plus, psi minus', 'phi plus, phi minus']","[(45.0, 90.0)]","[0.4, 0.6]","['W2', 0.19999999999999996, [1.5438708945651853]]","['Wp1', -0.09999999999999998, [0.42545863736160483]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(45.0, 90.0)]","[0.5, 0.5]","['W3', 0.2499999999999999, [2.3164279309182314]]","['Wp1', -1.3877787807814457e-17, [0.4987764659382456]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W1', 0.03487600753774463, [1.2992980001980383]]","['Wp1', 3.0531133177191805e-16, [1.7939081582908332]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.01874511347089404, [0.31487872602107797]]","['Wp1', -0.07759382672648008, [1.8252033180571792]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.12499999999999997, [0.129885415706488]]","['Wp1', 4.163336342344337e-17, [1.0822283447628]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.4, 0.6]","['W2', 0.050000000000000044, [2.00081915082663]]","['Wp1', -0.09397869960300942, [0.683050788456586]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.5, 0.5]","['W1', 0.10824085488289481, [3.0257629839599987]]","['Wp1', 9.71445146547012e-17, [0.8096878524567456]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 90.0)]","[0.4, 0.6]","['W2', 0.05000000000000002, [0.6977292757896765]]","['Wp1', -0.09999999999999999, [1.0665491453167837]]"
"['psi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 90.0)]","[0.5, 0.5]","['W1', 0.12499999999999997, [0.9768558272139245]]","['Wp1', -1.3877787807814457e-17, [0.6045510882441888]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(14.999999999999998, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.01253269973074661, [2.4341325512005323]]","['Wp3', -0.009638550055438413, [1.2647495377304308]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(14.999999999999998, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.01250347168190255, [0.9676988901740543]]","['Wp1', -0.009696018907587187, [3.1042316564566814]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W2', 0.026089100900105786, [1.3140562552691981]]","['Wp3', -0.09150620998211847, [0.6955565013652754]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.034052483226014646, [0.7269709876651531]]","['Wp3', -0.07768030285455524, [2.8027666553047825]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.055966216392396656, [1.963646008021313]]","['Wp3', -0.03827906343921529, [2.574101047007903]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.028062084947131583, [1.3932639493979149]]","['Wp3', -0.047278669673734466, [2.287887321970317]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.05587933482314038, [2.1543875130154744]]","['Wp1', -0.03844005665676041, [2.75579448516444]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W2', 0.04372912128031234, [1.6607148419893907]]","['Wp1', -0.018713738811606193, [0.9812594481374458]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.03400297169387101, [2.018007852032549]]","['Wp1', -0.07776696430643291, [1.46208092497632]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W2', 0.04999999999999996, [1.191726003168468]]","['Wp1', -0.032782160337814725, [1.9216773730513634]]"
"['psi plus, psi minus', 'phi plus, psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W6', 0.02608901906526001, [1.7588904979224287]]","['Wp1', -0.09150635094601463, [1.9877008406228398]]"
"['psi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.028062084949846425, [3.098910260735562]]","['Wp3', -0.1113296047234128, [0.9162915890504952]]"
"['psi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W4', 0.04999999999999993, [2.7545384800144603]]","['Wp1', -0.03468193600583051, [0.34129410384302455]]"
"['psi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W4', 0.04999999999999993, [1.2195475945535026]]","['Wp1', -0.043833631859560226, [2.606919315312482]]"
"['psi plus, psi minus', 'phi plus, i psi plus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.028062084947093516, [0.9865758210255315]]","['Wp2', -0.11132960472356054, [1.2747960612869775]]"
"['psi plus, psi minus', 'phi plus, i psi plus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W2', 0.04372912128031234, [2.5222771468039658]]","['Wp1', -0.03468193600651283, [2.4213505490140133]]"
"['psi plus, psi minus', 'phi plus, i psi plus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W4', 0.04999999999999993, [2.1278506812628284]]","['Wp1', -0.043833631859661104, [1.4555404162389967]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(14.999999999999998, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.011059050437912596, [0.5594026142868923]]","['Wp1', -0.009442777419734663, [0.3981940349771539]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(14.999999999999998, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.0110279543574089, [2.1565669444044713]]","['Wp1', -0.009500052403091194, [3.063069543076841]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W1', 0.07154365277957937, [0.0159551092712903]]","['Wp1', -0.02736557873282755, [0.2041283400153581]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.018745113470894012, [0.9367691454344482]]","['Wp1', -0.03695639924822465, [2.1670244243681362]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.03477240930630217, [1.4460979521207877]]","['Wp1', -0.0275262718944393, [2.1177143629944277]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.03342495151176854, [1.4842331038909289]]","['Wp1', -0.013370447127234737, [0.5678263919509556]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W2', 0.10824085488178242, [2.9870609340594223]]","['Wp1', -0.06691274753581153, [3.133167049663711]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W1', 0.021611781858498914, [1.7826617277400332]]","['Wp1', -0.027871926215099943, [2.223011111469212]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.012297750422299443, [0.471525912199524]]","['Wp1', -0.08616174518665536, [1.0710236452875055]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 36.03437746770785)]","[0.2, 0.8]","['W2', 0.01913358223788881, [1.9618880797881597]]","['Wp1', -0.23342078199874172, [2.43234636722634]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 36.03437746770785)]","[0.3, 0.7]","['W1', 0.1441053051694805, [1.9877510772274025]]","['Wp1', -0.15793014478033623, [0.456683378489651]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 36.03437746770785)]","[0.4, 0.6]","['W2', 0.038267164475664486, [2.780586901659309]]","['Wp1', -0.09156801570458767, [1.7961922442043727]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.04783395559458059, [0.4137740515906185]]","['Wp1', -0.035905961849465234, [2.4265550799451705]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.1, 0.9]","['W2', 0.049999999999999996, [0.4568237900683764]]","['Wp1', -0.21598455140535347, [0.5918747643685316]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.2, 0.8]","['W2', 0.0412538401519467, [1.6481897432298893]]","['Wp1', -0.1422166221529429, [1.8969858331405456]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.3, 0.7]","['W2', 0.06188076022792945, [1.288851571759247]]","['Wp1', -0.07369871212179196, [1.1994038145519224]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.4, 0.6]","['W1', 0.05722438691452208, [1.1785278459450834]]","['Wp1', -0.011812291568760014, [1.172209055029071]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.047686989063408805, [0.8045852059609757]]","['Wp1', -0.03611380391172514, [3.131713359960912]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.1, 0.9]","['W1', 0.021996764697808906, [1.4088626089584912]]","['Wp1', -0.08982727028661398, [0.61514231120604]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.2, 0.8]","['W1', 0.019552679731027485, [2.114652971877232]]","['Wp1', -0.027332542114731788, [2.7932490417101423]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.3, 0.7]","['W1', 0.017108594764629833, [0.29042722112149383]]","['Wp1', -0.012175058737824887, [1.3535804030778416]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.014664509798327747, [0.46129948400009857]]","['Wp1', -0.04293058021068034, [0.13355182126169537]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(45.0, 72.01145915590261)]","[0.5, 0.5]","['W1', 0.012220424834213078, [1.8151873369768938]]","['Wp1', -0.08627110005807016, [3.020410400636902]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.03487600753774465, [0.021620505138249133]]","['Wp1', -0.027365578732835877, [1.4886588081495675]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.018745113470894068, [1.6691096620004058]]","['Wp1', -0.036956399248261954, [2.254478566802051]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W1', 0.034772409306302175, [1.5197192256887992]]","['Wp1', -0.02752627189443077, [1.5314334778359062]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.4, 0.6]","['W1', 0.033424951527095945, [0.28419857477311483]]","['Wp1', -0.013370447127239782, [0.409879994693821]]"
"['psi plus, psi minus', 'phi plus, i phi minus']","[(59.99999999999999, 90.0)]","[0.4, 0.6]","['W1', 0.021611781858498904, [2.0935225227176244]]","['Wp1', -0.02787192621507724, [1.5688467625537872]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(14.999999999999998, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.0334936490538903, [2.7586879872590977]]","['Wp2', -0.024332540779603465, [0.2409915651546581]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(14.999999999999998, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.012532699737331149, [2.245850532325609]]","['Wp2', -0.00963855005543822, [2.176361151780734]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(14.999999999999998, 54.022918311805235)]","[0.5, 0.5]","['W4', 0.012503471698982013, [1.7902698150735943]]","['Wp1', -0.009696018907545012, [2.2402551272114457]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W2', 0.049999999999999954, [2.5875614951201773]]","['Wp2', -0.16006017724652255, [1.9635257985651662]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W4', 0.12499987500008325, [0.24159865399064606]]","['Wp2', -0.09150620998214118, [1.38659156831498]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.0340524832260094, [0.5009911552014785]]","['Wp2', -0.07768030285464306, [3.009955587053908]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W4', 0.08583302431298136, [0.26543890137821635]]","['Wp2', -0.038279063439199186, [0.9870134092989428]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.4, 0.6]","['W2', 0.028062084947126253, [0.07683867464971413]]","['Wp2', -0.04727866967377898, [1.2821537242003553]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W4', 0.05587933482327867, [0.7696088681425494]]","['Wp1', -0.03844005665683811, [2.9427399605119855]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.4, 0.6]","['W2', 0.04372912128032963, [1.7549856384850082]]","['Wp1', -0.01871373881155762, [3.0094266674124013]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W4', 0.034002971693863106, [1.0855925579447692]]","['Wp1', -0.07776696430641922, [1.3298917185234214]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 90.0)]","[0.4, 0.6]","['W2', 0.04999999999999996, [1.583481549499362]]","['Wp1', -0.03278216033780097, [0.9344557663730519]]"
"['psi plus, psi minus', 'phi minus, i psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W4', 0.02608901906526364, [3.0202939191807214]]","['Wp1', -0.09150635094607444, [1.4058697723517963]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.049999933333365505, [0.028793724677790018]]","['Wp3', -0.03278201601750866, [3.024379694001511]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 0.057295779513082325)]","[0.5, 0.5]","['W1', 0.026089100896953293, [1.4471220062990358]]","['Wp3', -0.09150620998214412, [0.8941185169369905]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.043690969788181565, [1.0710267886606355]]","['Wp3', -0.018624988574825356, [3.113419815894607]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W1', 0.03405248322607839, [1.6270672621730906]]","['Wp3', -0.07768030285442465, [0.4329734192440316]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.028004316971037606, [2.721352068066993]]","['Wp1', -0.04748509142552569, [1.5396609571926645]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W1', 0.055966216390705203, [1.868265876428858]]","['Wp3', -0.038279063439158295, [2.903381577693711]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.05587933482556141, [1.5950240741604678]]","['Wp1', -0.03844005665678479, [2.7936338148902333]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.034002971693862974, [0.9789888136399959]]","['Wp1', -0.07776696430624647, [3.079386693384919]]"
"['phi plus, psi minus', 'phi plus, phi minus']","[(59.99999999999999, 90.0)]","[0.5, 0.5]","['W6', 0.02608901906526006, [0.38751138444255656]]","['Wp1', -0.09150635094606512, [1.5929796754431322]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(14.999999999999998, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.012532699730965241, [2.1815294252519095]]","['Wp3', -0.009638550055401374, [3.1168304686657797]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(14.999999999999998, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.012503471679992481, [0.5396592339385711]]","['Wp1', -0.009696018905462359, [1.204774954084413]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(14.999999999999998, 72.01145915590261)]","[0.5, 0.5]","['W2', 0.030320805915463572, [0.4826229059441871]]","['Wp1', -0.024366168065517294, [1.126388548621485]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.0499999333333654, [2.2230188850855876]]","['Wp3', -0.032782016017606136, [2.856748664781913]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W2', 0.0260891009376326, [1.504450440616915]]","['Wp3', -0.09150620998189082, [2.56639802151839]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04369096978817724, [0.14476896898532554]]","['Wp3', -0.018624988574834286, [1.49298412460134]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W2', 0.034052483226009456, [2.8840345951038033]]","['Wp3', -0.07768030285462475, [0.26527252842666316]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W4', 0.04999999999999999, [0.06997121204695993]]","['Wp1', -0.04748509142559719, [0.6245964626951966]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W2', 0.05596621639070515, [0.796999064795951]]","['Wp3', -0.03827906343921566, [2.5216595715011034]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.055879334823140295, [2.5935903425973748]]","['Wp1', -0.03844005665644604, [1.1569935964228737]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 72.01145915590261)]","[0.5, 0.5]","['W6', 0.03400297169386295, [2.909410404717285]]","['Wp1', -0.07776696430503495, [2.1272469634057463]]"
"['phi plus, psi minus', 'psi plus, psi minus']","[(29.999999999999996, 90.0)]","[0.5, 0.5]","['W6', 0.02608901907446077, [0.6840953220768747]]","['Wp1', -0.09150635094535926, [2.7126101324055725]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(14.999999999999998, 0.057295779513082325)]","[0.5, 0.5]","['W5', 0.03349361296951352, [0.07582223035719811]]","['Wp3', 3.994298205608088e-15, [2.2420407886475924]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(14.999999999999998, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.030058166475468474, [1.8266676809137958]]","['Wp3', 5.637851296924623e-17, [0.8319720404808013]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(14.999999999999998, 36.03437746770785)]","[0.5, 0.5]","['W6', 0.02134693830528642, [0.43909356216855105]]","['Wp3', 2.42861286636753e-17, [2.2854710514279044]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(14.999999999999998, 54.022918311805235)]","[0.5, 0.5]","['W6', 0.011027954357409116, [2.7010493318313396]]","['Wp3', 5.592748486549226e-15, [2.001490567323899]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999990000006664, [1.1854347435981532]]","['Wp3', -0.09999993750001371, [0.12926904224338176]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 0.057295779513082325)]","[0.5, 0.5]","['W5', 0.12499981250020303, [2.8264425465607625]]","['Wp3', 2.3868462011340124e-17, [2.0737740081324416]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04069253797284046, [0.10934310566503523]]","['Wp3', -0.09394117724143594, [1.002078619024592]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.10814362755801822, [2.129305683002367]]","['Wp3', -3.469446951953614e-18, [1.5167505944437831]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.0186664194503851, [1.3941068572111903]]","['Wp3', -0.07752957627308783, [0.46478131026348934]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 36.03437746770785)]","[0.5, 0.5]","['W6', 0.07154365276880877, [0.5641063343534913]]","['Wp3', 9.71445146547012e-16, [2.6122448570913224]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(29.999999999999996, 54.022918311805235)]","[0.5, 0.5]","['W5', 0.03477240930630218, [0.449140730139734]]","['Wp3', 1.2836953722228372e-16, [0.9246678419603437]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.1, 0.9]","['W2', 0.04999999999999999, [0.9487858993112716]]","['Wp3', -0.3999997777777924, [0.9991526159140136]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.2, 0.8]","['W6', 0.09990000004395885, [0.44979271081867966]]","['Wp3', -0.2999998125000185, [2.2873267292380692]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.3, 0.7]","['W6', 0.14985000002620125, [1.7734052700143255]]","['Wp3', -0.1999998571428755, [1.2955787379487325]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.19980000101793272, [0.12283964064911164]]","['Wp3', -0.09999991666668284, [1.2096520267986375]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 0.057295779513082325)]","[0.5, 0.5]","['W6', 0.2497500001343413, [0.017041509325416877]]","['Wp3', 2.3007432109330243e-15, [0.032564591734043906]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.1, 0.9]","['W6', 0.03451111296893033, [1.8685110230059632]]","['Wp3', -0.3781443101141258, [1.7946589837628282]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.2, 0.8]","['W2', 0.09999999999999995, [0.8951211453338704]]","['Wp3', -0.28158310066396086, [2.930320388157658]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.3, 0.7]","['W6', 0.103533338906792, [2.5023058967174263]]","['Wp3', -0.18601156995191448, [1.2633974715841827]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.13804445193153864, [1.0881346869253297]]","['Wp3', -0.09189362372408066, [2.8102692995810648]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 18.045836623610466)]","[0.5, 0.5]","['W5', 0.172555564845003, [2.277644765410763]]","['Wp3', 1.5612511283791264e-17, [1.4830347517060147]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.1, 0.9]","['W2', 0.049999999999999975, [1.6719436490034458]]","['Wp3', -0.31508567547042476, [0.9777046647100406]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.2, 0.8]","['W6', 0.0411729443341369, [3.1293272492401565]]","['Wp3', -0.2287714446622176, [0.5873328047890412]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.3, 0.7]","['W6', 0.0617594165023458, [1.0961455925977315]]","['Wp3', -0.1464688435853827, [3.118312002779063]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.08234588866832146, [0.6599765685505072]]","['Wp3', -0.0696236035817671, [2.385575932285624]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 36.03437746770785)]","[0.5, 0.5]","['W5', 0.10293236083539285, [1.028067338831001]]","['Wp3', 0.0, [0.11297555150682957]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.2, 0.8]","['W5', 0.0762991825007056, [0.45153141118164286]]","['Wp3', -0.1485290112912271, [1.979968424644911]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.3, 0.7]","['W6', 0.02861219343776468, [1.1031282757050191]]","['Wp3', -0.08877000014433714, [0.33804817179627233]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.4, 0.6]","['W6', 0.038149591251226904, [2.1482209415862035]]","['Wp3', -0.0392813333389473, [1.4105613560177315]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 54.022918311805235)]","[0.5, 0.5]","['W5', 0.047686989062941, [1.0391709181055282]]","['Wp3', 5.551115123125783e-17, [2.018728637697682]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(45.0, 72.01145915590261)]","[0.5, 0.5]","['W5', 0.012220424832007956, [0.8602098468381114]]","['Wp3', -2.7755575615628914e-17, [1.3121289816796728]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 0.057295779513082325)]","[0.4, 0.6]","['W6', 0.04999990000006673, [0.2634339556662853]]","['Wp3', -0.09999993749999944, [1.6659753228774403]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 0.057295779513082325)]","[0.5, 0.5]","['W5', 0.12499981250020321, [0.5546973579381135]]","['Wp3', 4.0870901223493144e-15, [2.1658530083377463]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 18.045836623610466)]","[0.4, 0.6]","['W6', 0.04069253799828065, [2.713210399201196]]","['Wp3', -0.0939411772414242, [2.4395761835572665]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 18.045836623610466)]","[0.5, 0.5]","['W6', 0.10814362755801829, [0.7722488671353813]]","['Wp3', 2.8622937353617317e-16, [2.21384194250994]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 36.03437746770785)]","[0.4, 0.6]","['W6', 0.018666419450385163, [0.42810438688162555]]","['Wp3', -0.07752957627308862, [1.7882162217445066]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 36.03437746770785)]","[0.5, 0.5]","['W5', 0.07154365276880875, [1.7515458266615644]]","['Wp3', 1.214306433183765e-16, [2.5406567988095836]]"
"['phi plus, psi minus', 'phi minus, psi plus']","[(59.99999999999999, 54.022918311805235)]","[0.5, 0.5]","['W5', 0.034772409306302224, [1.4399558597355921]]","['Wp3', 4.85722573273506e-17, [1.4699877722386117]]"
