,QP,DD,DA,AD,AA,RD,RA,LD,LA,gamma
0,-12.0,396.7+/-3.0,1224+/-9,1215+/-13,411+/-6,156.5+/-3.0,1481+/-7,1479.8+/-3.4,140+/-4,-0.550+/-0.005
