,QP,DD,DA,AD,AA,RD,RA,LD,LA,gamma
0,-11.0,323.7+/-3.4,1279+/-6,1271+/-10,332+/-5,202.8+/-1.7,1385+/-7,1427+/-8,183.2+/-2.5,-0.663+/-0.004
