,QP,DD,DA,AD,AA,RD,RA,LD,LA,gamma
0,-12.11346435546875,432+/-5,1211+/-7,1197+/-7,423+/-8,145+/-6,1490+/-6,1498+/-10,134.9+/-2.5,-0.520+/-0.004
