,QP,DD,DA,AD,AA,RD,RA,LD,LA,gamma
0,-15.0,682.5+/-3.5,934+/-8,908.5+/-3.3,688+/-4,43.8+/-1.3,1549+/-9,1576+/-14,44.6+/-1.2,-0.1543+/-0.0032
