start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s)
2023-06-15_12-41-39,2023-06-15_12-42-11,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25964.93333333333,29431.533333333336,0.0,13708.900000000001,1550.7333333333333,0.0,14.066666666666668,0.0,33.15006954911433,39.80548259278395,0.0,17.454607796606027,8.844081511258107,0.0,0.5834761729877619,0.0
2023-06-15_12-42-50,2023-06-15_12-43-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.001939392089845,0.00057128906249998,27042.266666666666,30529.86666666667,0.0,13154.466666666667,1627.3333333333333,0.0,13.933333333333335,0.0,35.11351749840937,45.36141287237161,0.0,16.026034374659684,8.675431465414906,0.0,0.6545566777937907,0.0
2023-06-15_12-43-51,2023-06-15_12-44-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25951.800000000003,29439.96666666667,0.0,13724.666666666664,1557.2666666666667,0.0,13.166666666666666,0.0,28.13804068042614,29.44307124680514,0.0,21.155655928800332,7.371778015588325,0.0,1.3568754958031746,0.0
2023-06-15_12-44-50,2023-06-15_12-45-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.00069152832031,9.33837890642053e-05,45.001939392089845,0.00057128906249998,27009.566666666666,30461.733333333334,0.0,13173.066666666668,1631.0333333333335,0.0,13.200000000000001,0.0,34.73627946558364,43.448503362537814,0.0,24.771363394945634,12.634072098012489,0.0,0.5366563145999494,0.0
2023-06-15_12-45-51,2023-06-15_12-46-21,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25900.266666666666,29411.7,0.0,13691.0,1555.7666666666667,0.0,13.133333333333335,0.0,32.66548297175157,60.81192317300956,0.0,15.219548832559704,9.647578855742928,0.0,0.7961016127215031,0.0
2023-06-15_12-46-50,2023-06-15_12-47-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.00069152832031,9.33837890642053e-05,45.001939392089845,0.00057128906249998,26959.266666666666,30424.933333333334,0.0,13088.9,1605.3000000000002,0.0,12.766666666666667,0.0,26.911443249624746,24.204333863541258,0.0,26.877933948377176,7.642817979427907,0.0,0.4688046264466445,0.0
2023-06-15_12-47-51,2023-06-15_12-48-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25874.433333333334,29385.699999999997,0.0,13631.633333333337,1555.8999999999999,0.0,13.966666666666669,0.0,17.245476057344344,10.947967847961431,0.0,18.3404410464356,6.167171150535706,0.0,0.3666666666666666,0.0
2023-06-15_12-48-50,2023-06-15_12-49-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,26961.933333333334,30489.66666666666,0.0,13137.400000000001,1631.1333333333332,0.0,13.833333333333334,0.0,23.197049620827418,23.06938326970246,0.0,29.80474235195909,6.604577537166519,0.0,0.8023576370782408,0.0
2023-06-15_12-49-51,2023-06-15_12-50-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25914.833333333332,29411.500000000004,0.0,13658.566666666668,1541.0666666666666,0.0,14.5,0.0,22.21425468277304,19.59909861872918,0.0,25.386159833876373,5.27223334502985,0.0,0.4090639721771317,0.0
2023-06-15_12-50-50,2023-06-15_12-51-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.001939392089845,0.00057128906249998,26984.400000000005,30457.866666666665,0.0,13123.533333333333,1625.3666666666666,0.0,13.700000000000001,0.0,33.52980763440168,30.326167651789657,0.0,15.480453625279962,6.887170036459888,0.0,0.4464676173400857,0.0
2023-06-15_12-51-51,2023-06-15_12-52-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25961.13333333333,29305.166666666668,0.0,13686.266666666665,1563.0,0.0,14.0,0.0,38.0390209010576,28.928713148781267,0.0,26.977010789023886,7.197777434736374,0.0,0.48166378315169184,0.0
2023-06-15_12-52-50,2023-06-15_12-53-21,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.001939392089845,0.00057128906249998,26957.63333333333,30266.33333333334,0.0,13069.599999999999,1602.8999999999999,0.0,13.333333333333334,0.0,28.313455772437713,28.320200878132216,0.0,11.367438878950264,7.158538025788968,0.0,0.6014796569941313,0.0
2023-06-15_12-53-51,2023-06-15_12-54-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25850.86666666667,29182.899999999998,0.0,13647.800000000001,1542.8666666666668,0.0,12.5,0.0,19.397296489746054,43.31456260120062,0.0,17.761606533944473,5.135410835020355,0.0,0.5674504383644443,0.0
2023-06-15_12-54-50,2023-06-15_12-55-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,26947.833333333332,30343.2,0.0,13103.4,1631.5,0.0,12.466666666666667,0.0,29.601415131337305,15.111055555453381,0.0,22.292360425341393,12.246768281197001,0.0,0.6058969476000942,0.0
2023-06-15_12-55-51,2023-06-15_12-56-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,9.643554687954747e-05,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25949.099999999995,29270.633333333335,0.0,13633.866666666667,1551.2,0.0,14.1,0.0,10.728125030342532,34.79775535545054,0.0,18.158976965799674,2.896894889359968,0.0,0.7827302643099134,0.0
2023-06-15_12-56-50,2023-06-15_12-57-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,26974.500000000004,30390.899999999998,0.0,13137.066666666666,1627.6333333333334,0.0,12.833333333333334,0.0,42.12710133235678,28.3680924044368,0.0,25.24972167063315,6.606545575748693,0.0,0.5148894163906569,0.0
2023-06-15_12-57-51,2023-06-15_12-58-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25963.2,29391.333333333332,0.0,13684.033333333335,1558.1000000000001,0.0,13.866666666666665,0.0,42.73072274917246,33.680010556873675,0.0,24.488060582886234,8.863219881435121,0.0,0.7017438595701743,0.0
2023-06-15_12-58-50,2023-06-15_12-59-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.001939392089845,0.00057128906249998,27060.100000000002,30443.766666666666,0.0,13172.833333333334,1627.3,0.0,14.433333333333335,0.0,29.11424622643215,30.5571122835765,0.0,34.780585261192876,5.557637387715515,0.0,0.6800326789533314,0.0
2023-06-15_12-59-51,2023-06-15_13-00-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,26036.300000000003,29416.766666666666,0.0,13745.066666666666,1569.0999999999997,0.0,12.833333333333336,0.0,36.105022734609825,26.84451112942424,0.0,19.289697883700622,5.833409523311934,0.0,0.9817218433842544,0.0
2023-06-15_13-00-50,2023-06-15_13-01-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,27054.36666666667,30539.666666666668,0.0,13161.033333333335,1629.9333333333332,0.0,12.933333333333332,0.0,21.887495161494567,20.02609408857455,0.0,30.253613191007624,9.47173573204919,0.0,1.0629100515931618,0.0
2023-06-15_13-01-51,2023-06-15_13-02-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25980.0,29350.5,0.0,13703.266666666668,1554.8000000000002,0.0,13.433333333333335,0.0,19.571884596703324,35.79153531213739,0.0,13.286250202538078,6.987608079068734,0.0,0.29401436094933264,0.0
2023-06-15_13-02-50,2023-06-15_13-03-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,26978.399999999998,30395.833333333332,0.0,13113.5,1623.8000000000002,0.0,13.633333333333333,0.0,21.4160064749087,27.990351512222855,0.0,23.486208719161237,2.4259705961394835,0.0,0.6458413977991122,0.0
2023-06-15_13-03-51,2023-06-15_13-04-22,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,0.0006152343750045475,9.33837890642053e-05,0.00032958984377273737,0.00057128906249998,25827.966666666664,29165.53333333333,0.0,13606.5,1548.2333333333333,0.0,12.633333333333333,0.0,22.607221068597678,14.766779533052729,0.0,18.258057581973596,8.68553075202918,0.0,0.5874615826682721,0.0
2023-06-15_13-04-50,2023-06-15_13-05-20,6,5,65.37053571428571,335.8828125,4.002790178571429,0.0,45.0012141418457,9.33837890642053e-05,45.002462005615236,0.00057128906249998,26848.733333333334,30186.166666666668,0.0,13061.300000000001,1616.0666666666666,0.0,12.633333333333333,0.0,26.070707274214367,35.33351257816161,0.0,20.900063795755926,9.739358865506029,0.0,0.6560826506199083,0.0
