time (min),HH,HH_err,VV,VV_err,pct HH,pct HH err
0,1530.3800000000003,5.787987924060852,1542.6066666666666,7.037693111719374,49.80106215885524,0.14814816560475577
10,1546.4133333333334,6.272945483775841,1566.2400000000002,4.679984148729022,49.68151502041131,0.1259490993548853
20,1552.5,7.356045707439766,1586.9933333333333,7.102836048194788,49.450654458044184,0.1629258256848565
30,1557.6466666666668,5.443573898213808,1588.9933333333333,5.8649924399560405,49.50190255849626,0.12706214435204685
40,1548.5333333333333,6.149494657893145,1593.6733333333334,5.644883686307804,49.28171497312928,0.13300542641955485
50,1547.8733333333334,8.581951886769462,1605.5866666666666,6.81404874850007,49.0849204788814,0.17449638264085643
60,1552.7066666666665,8.01135752852852,1610.7400000000002,7.112674875858172,49.082751513644396,0.16972337144741714
70,1556.7133333333336,7.890836827025279,1622.56,6.837945032854265,48.96443841464822,0.1647286260165845
80,1559.2999999999997,6.763856921290714,1624.4133333333334,6.863494911634013,48.97739955649273,0.15132304565561613
90,1555.1200000000003,5.498620619477861,1621.6266666666666,7.7612352893349215,48.95322678127729,0.1486975489794241
100,1539.8066666666666,5.926107253814081,1627.9266666666667,7.006987234751946,48.60910009260038,0.14423649052574297
110,1542.273333333333,7.368388723283546,1619.24,5.970323387716959,48.782755937557326,0.15078391833656585
120,1558.1666666666665,7.789770011302222,1629.5466666666666,5.738763173417587,48.88038865895511,0.15280299109734155
130,1555.5400000000002,5.824776373685453,1627.4599999999998,6.560260110460092,48.87024819352813,0.13747604406477795
140,1559.48,5.996913511814714,1636.3066666666666,5.3818466380148084,48.79800070092288,0.12643083926968196
150,1562.3866666666665,5.742700401981175,1632.4333333333334,6.993528200123139,48.903746272612125,0.14105183311188976
160,1548.7266666666667,7.435041633211193,1632.06,6.145960022889276,48.690051517653906,0.15243251608185482
170,1549.7666666666667,5.83680880291985,1632.5666666666664,5.719650566153664,48.6990677699801,0.12850860725005256
180,1542.9933333333333,5.846304582513548,1629.3266666666666,8.172939938954737,48.63927136396497,0.15704148894825432
190,1536.7666666666669,6.714567953827699,1622.8133333333335,5.648779591017672,48.63832112706963,0.1395544617763495
200,1535.1133333333332,6.333950908715899,1630.2400000000002,5.725035944143503,48.497376806801974,0.13533252969071116
210,1530.8866666666668,6.200460962716138,1625.42,5.199297876060982,48.50246913058723,0.12891042495851898
220,1545.1933333333334,7.299694501155859,1630.3066666666668,5.85336223842059,48.65984359418464,0.14823420904020954
230,1551.22,5.580274985060894,1619.52,6.871725633541538,48.922964355324,0.13900488486211868
