start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s),note
2023-07-10_17-52-31,2023-07-10_17-52-46,5,3,44.99246651785714,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,42025.6,48440.0,0.0,2266.0666666666666,2727.9333333333334,0.0,17.6,0.0,68.51823763706224,41.12555301890918,0.0,12.845405577265549,9.107628060526503,0.0,1.240071682515885,0.0,
2023-07-10_17-52-47,2023-07-10_17-53-02,5,3,47.34793526785714,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,40996.666666666664,47131.93333333333,0.0,2984.0666666666666,2662.2666666666664,0.0,15.866666666666669,0.0,46.49097881429434,43.00819043443258,0.0,14.54013602259468,5.968807809493163,0.0,0.9104333522498442,0.0,
2023-07-10_17-53-03,2023-07-10_17-53-18,5,3,49.726004464285715,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,39494.6,45451.8,0.0,3959.533333333333,2543.0666666666666,0.0,18.06666666666667,0.0,81.11647318653671,35.38245013813717,0.0,15.757396852131231,8.165918333061011,0.0,1.0349449797506685,0.0,
2023-07-10_17-53-18,2023-07-10_17-53-34,5,3,52.081473214285715,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,37507.066666666666,42980.86666666666,0.0,5238.866666666667,2397.4666666666662,0.0,14.8,0.0,19.31763730664573,73.01336255173541,0.0,15.32992715790476,16.17116775828718,0.0,1.0624918300339483,0.0,
2023-07-10_17-53-34,2023-07-10_17-53-49,5,3,54.45703125,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,35198.53333333334,40432.86666666666,0.0,6728.866666666666,2238.333333333333,0.0,14.26666666666667,0.0,60.762525000565894,62.54532578680629,0.0,15.248897956537357,10.098404714497134,0.0,0.8844332774281063,0.0,
2023-07-10_17-53-50,2023-07-10_17-54-05,5,3,56.827566964285715,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,32422.93333333333,37169.13333333334,0.0,8445.133333333333,2032.9333333333336,0.0,12.466666666666665,0.0,53.91952851755637,45.023894890503755,0.0,21.816813088380616,12.329458850880494,0.0,1.1185307823708346,0.0,
2023-07-10_17-54-06,2023-07-10_17-54-21,5,3,59.19810267857143,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,29621.86666666667,33862.13333333333,0.0,10242.733333333334,1820.0666666666668,0.0,12.6,0.0,47.63654059647909,42.83386510694647,0.0,14.278733214897747,10.900254839018938,0.0,0.9153020145163988,0.0,
2023-07-10_17-54-21,2023-07-10_17-54-37,5,3,61.55357142857143,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,26532.06666666667,30217.733333333337,0.0,12179.333333333332,1609.0666666666666,0.0,12.866666666666665,0.0,59.47505546211951,54.044570083918344,0.0,24.045558610456197,7.505109370733185,0.0,1.368697677843187,0.0,
2023-07-10_17-54-37,2023-07-10_17-54-52,5,3,63.934151785714285,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,23269.0,26539.86666666666,0.0,14138.133333333335,1368.8666666666666,0.0,10.133333333333333,0.0,41.910884293011534,15.428184886398377,0.0,48.81582166106032,3.113768706175122,0.0,0.4422166387140534,0.0,
2023-07-10_17-54-53,2023-07-10_17-55-08,5,3,66.29966517857143,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,20051.800000000003,22890.8,0.0,16156.933333333334,1133.8666666666666,0.0,9.066666666666666,0.0,29.451202578729053,33.115387494168026,0.0,29.554168722684242,6.702072647903612,0.0,0.9741092797468306,0.0,
2023-07-10_17-55-08,2023-07-10_17-55-24,5,3,68.67020089285714,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,16949.799999999996,19267.933333333334,0.0,18109.4,916.2666666666668,0.0,8.066666666666666,0.0,37.380268116272646,25.72188864674557,0.0,21.088016607648104,7.78773965209989,0.0,0.5617433182117572,0.0,
2023-07-10_17-55-24,2023-07-10_17-55-39,5,3,71.03822544642857,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,13987.8,15859.866666666669,0.0,19945.26666666667,715.7333333333333,0.0,7.066666666666667,0.0,20.679727056010783,13.851433941012194,0.0,38.91520696762851,15.537195514134604,0.0,0.7483314773547881,0.0,
2023-07-10_17-55-40,2023-07-10_17-55-55,5,3,73.40876116071428,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,11342.4,12801.6,0.0,21479.066666666666,513.0666666666666,0.0,5.533333333333333,0.0,26.9223987704581,32.36019502756788,0.0,24.828612526679645,3.7139377126351083,0.0,0.5637178175095922,0.0,
2023-07-10_17-55-55,2023-07-10_17-56-11,5,3,75.779296875,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,9143.733333333334,10267.733333333334,0.0,22925.133333333335,347.4,0.0,4.466666666666667,0.0,30.740924586688077,16.945468092941283,0.0,59.0075889657892,4.193116051604362,0.0,0.5011098792790969,0.0,
2023-07-10_17-56-11,2023-07-10_17-56-27,5,3,78.13727678571428,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,7183.266666666667,8068.2,0.0,24069.0,209.53333333333336,0.0,3.8,0.0,16.07358080827039,19.90605714628377,0.0,22.852911314656733,6.718630812896331,0.0,0.4294699575575042,0.0,
2023-07-10_17-56-27,2023-07-10_17-56-43,5,3,80.51283482142857,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,5787.466666666667,6462.6,0.0,25007.466666666667,112.8,0.0,2.333333333333333,0.0,20.097429354687826,28.11492288605624,0.0,43.86578013288561,0.997775303139717,0.0,0.2788866755113585,0.0,
2023-07-10_17-56-43,2023-07-10_17-56-59,5,3,82.87583705357143,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,4819.333333333334,5319.933333333333,0.0,25668.066666666666,41.46666666666667,0.0,2.8666666666666663,0.0,7.601169500660955,25.343945145844177,0.0,69.43297327479074,0.8137703743822465,0.0,0.08164965809277264,0.0,
2023-07-10_17-56-59,2023-07-10_17-57-14,5,3,85.25390625,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,4393.0666666666675,4808.866666666667,0.0,25902.93333333333,7.8,0.0,2.666666666666667,0.0,19.151849344993686,20.755615036793262,0.0,65.28751794945164,0.5333333333333332,0.0,0.40824829046386296,0.0,
2023-07-10_17-57-15,2023-07-10_17-57-30,5,3,87.60435267857143,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,4452.733333333334,4875.666666666666,0.0,25817.866666666665,14.933333333333334,0.0,2.0,0.0,22.561865565103002,19.587410923005304,0.0,38.81875262750693,1.411854572303158,0.0,0.43461349368017654,0.0,
2023-07-10_17-57-30,2023-07-10_17-57-46,5,3,89.97237723214286,329.6802455357143,4.005301339285714,359.9974888392857,9.643554687954747e-05,359.9995593261719,0.00032958984377273737,359.9969091796875,5080.066666666667,5587.400000000001,0.0,25521.066666666666,58.8,0.0,3.6666666666666665,0.0,14.884891669071676,22.252939880683908,0.0,38.48078885770246,1.0466878978738383,0.0,0.47140452079103157,0.0,
