start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s),note
2023-07-10_16-49-15,2023-07-10_16-49-30,5,3,65.39564732142857,321.70228794642856,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,15697.333333333334,18651.266666666663,0.0,8493.733333333334,625.9333333333333,0.0,138.4,0.0,15.343836982102276,37.84095371126067,0.0,16.851772079583164,5.047991899975891,0.0,4.047495796442812,0.0,
2023-07-10_16-49-31,2023-07-10_16-49-46,5,3,65.39564732142857,323.28683035714283,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,21229.466666666667,24841.000000000004,0.0,11200.000000000002,581.0666666666666,0.0,342.66666666666663,0.0,38.062317323042535,30.631138840511184,0.0,16.688319268278526,6.01054628687499,0.0,2.6936138467782516,0.0,
2023-07-10_16-49-47,2023-07-10_16-50-02,5,3,65.39564732142857,324.8989955357143,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,23641.533333333333,27574.333333333336,0.0,12400.4,331.6,0.0,516.9333333333333,0.0,46.731573908868256,43.20866682609986,0.0,12.919150298856403,8.02800653268848,0.0,4.3594087264724815,0.0,
2023-07-10_16-50-03,2023-07-10_16-50-19,5,3,65.39564732142857,326.4935825892857,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,24608.533333333333,28395.8,0.0,12825.0,138.46666666666667,0.0,629.4,0.0,58.36709499176584,54.4143159267647,0.0,26.410646001607503,2.9089898972361925,0.0,6.795750306053204,0.0,
2023-07-10_16-50-20,2023-07-10_16-50-35,5,3,65.39564732142857,328.0881696428571,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25368.133333333335,29174.333333333332,0.0,13257.266666666668,44.13333333333333,0.0,683.2666666666667,0.0,57.55660016212098,36.42084262860756,0.0,42.406157833765384,2.2050447211388295,0.0,7.045408276159571,0.0,
2023-07-10_16-50-36,2023-07-10_16-50-51,5,3,65.39564732142857,329.6752232142857,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25983.666666666664,29634.733333333337,0.0,13453.8,71.73333333333332,0.0,687.8666666666666,0.0,13.913622421529524,27.891535952288134,0.0,22.76073617243331,3.3323331832883163,0.0,5.3919693372026245,0.0,
2023-07-10_16-50-52,2023-07-10_16-51-07,5,3,65.39564732142857,331.28236607142856,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26199.666666666664,29917.466666666667,0.0,13598.866666666665,223.4,0.0,630.8000000000001,0.0,39.051959689054776,34.8972459913066,0.0,19.48549317940015,6.098633726773016,0.0,4.176122603564222,0.0,
2023-07-10_16-51-08,2023-07-10_16-51-23,5,3,65.39564732142857,332.8744419642857,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26397.266666666663,29987.333333333336,0.0,13551.133333333335,438.8,0.0,524.8666666666666,0.0,42.35464030723882,31.23495193244622,0.0,18.94365915609276,4.72064025789346,0.0,5.551376205750949,0.0,
2023-07-10_16-51-24,2023-07-10_16-51-40,5,3,65.39564732142857,334.458984375,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26160.733333333334,29787.93333333333,0.0,13458.8,698.0666666666668,0.0,405.8,0.0,74.08459129040715,58.76992806227069,0.0,31.865794967157072,7.206786924682716,0.0,8.050258795011915,0.0,
2023-07-10_16-51-41,2023-07-10_16-51-56,5,3,65.39564732142857,336.06612723214283,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26205.4,29755.533333333333,0.0,13506.0,953.6666666666667,0.0,292.66666666666663,0.0,46.14342375198802,59.06198250802094,0.0,24.493763378551012,4.544838342070652,0.0,3.149955907980657,0.0,
2023-07-10_16-51-57,2023-07-10_16-52-12,5,3,65.39564732142857,337.6607142857143,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26087.600000000002,29685.533333333333,0.0,13401.0,1184.6666666666665,0.0,193.33333333333331,0.0,16.039326669159077,37.636654710239206,0.0,17.184618445316442,11.457651494864821,0.0,5.309320944234669,0.0,
2023-07-10_16-52-13,2023-07-10_16-52-29,5,3,65.39564732142857,339.2603236607143,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25892.2,29523.733333333337,0.0,13331.0,1349.4,0.0,102.93333333333335,0.0,24.399362468902734,28.274527208936913,0.0,32.09032391374191,9.800453504246056,0.0,2.0907202374088953,0.0,
2023-07-10_16-52-30,2023-07-10_16-52-45,5,3,65.39564732142857,340.84737723214283,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25884.666666666668,29481.73333333333,0.0,13280.733333333332,1458.1333333333332,0.0,50.8,0.0,48.65981686954645,28.59514333277945,0.0,51.57921631389489,5.023942674832178,0.0,2.386536309289167,0.0,
2023-07-10_16-52-46,2023-07-10_16-53-02,5,3,65.39564732142857,342.44447544642856,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26205.533333333333,29880.8,0.0,13476.666666666666,1518.3333333333333,0.0,28.866666666666667,0.0,48.95900779677244,63.791465817231916,0.0,20.716338157760113,5.440588203494177,0.0,0.9752492558885199,0.0,
2023-07-10_16-53-03,2023-07-10_16-53-18,5,3,65.39564732142857,344.0365513392857,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26036.933333333338,29740.73333333333,0.0,13389.933333333334,1535.2666666666669,0.0,26.6,0.0,40.32829169591877,35.91230058536104,0.0,42.25286315084987,12.90710398708143,0.0,1.1025223605694152,0.0,
2023-07-10_16-53-19,2023-07-10_16-53-34,5,3,65.39564732142857,345.63364955357144,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25796.933333333334,29456.666666666668,0.0,13239.733333333334,1460.6,0.0,42.733333333333334,0.0,20.49265451055315,22.505061159165425,0.0,56.77200014091475,3.3934577580331675,0.0,0.9153020145163985,0.0,
2023-07-10_16-53-35,2023-07-10_16-53-50,5,3,65.39564732142857,347.23325892857144,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26413.06666666667,30148.93333333333,0.0,13495.06666666667,1425.0,0.0,72.93333333333334,0.0,20.521370974344226,44.9685569160398,0.0,30.126658552776046,3.1534813214040884,0.0,1.9362047641943476,0.0,
2023-07-10_16-53-51,2023-07-10_16-54-07,5,3,65.39564732142857,348.8303571428571,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26028.4,29752.333333333336,0.0,13315.533333333335,1321.8666666666666,0.0,111.73333333333332,0.0,37.77571236183975,53.08504706809835,0.0,17.822146023666363,6.276587891167906,0.0,2.0639767440550294,0.0,
2023-07-10_16-54-08,2023-07-10_16-54-23,5,3,65.39564732142857,350.4174107142857,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25721.6,29401.266666666663,0.0,13180.2,1214.4666666666667,0.0,151.13333333333333,0.0,21.066402951936034,31.894165262282396,0.0,20.140230606646025,5.340203907883827,0.0,3.0048109572631865,0.0,
2023-07-10_16-54-24,2023-07-10_16-54-39,5,3,65.39564732142857,352.01953125,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25927.06666666667,29552.666666666668,0.0,13244.8,1156.2666666666667,0.0,187.2,0.0,42.30135274958011,27.579178941931865,0.0,13.714793310712125,7.614605848119953,0.0,2.790061727712209,0.0,
2023-07-10_16-54-40,2023-07-10_16-54-55,5,3,65.39564732142857,353.61411830357144,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,26262.2,30046.266666666663,0.0,13441.6,1096.1999999999998,0.0,231.6,0.0,22.624126748034467,36.45886571039859,0.0,34.251585526966586,4.340506882842134,0.0,3.0955164709983745,0.0,
2023-07-10_16-54-56,2023-07-10_16-55-11,5,3,65.39564732142857,355.2112165178571,4.005301339285714,0.007533482142857143,180.00191223144532,45.00010864257813,22.501910781860353,89.99703125,25805.4,29588.73333333333,0.0,13167.466666666665,998.2,0.0,246.8,0.0,34.87746805285327,26.868693058402695,0.0,35.01120455574824,7.195368880977085,0.0,2.8936712552280963,0.0,
