,UVHWP,QP,HA,VD,Theo Chi,Chi
0,-130.44066667,-22.757037032277957,[2320.2000000000003+/-8.79545337091841],[74.33333333333333+/-1.3630032200173912],0.31495926535897933,[0.3542291860031217+/-0.0032473942092616412]
