sample,time,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
3266,1685579171.609815,10122.0,82.01354901613648,11480.0,86.57687656386985,0.0,0.0,21534.0,187.26807878902724,497.0,14.146063449281963,0.0,0.0,7.0,3.34995854037363,0.0,0.0
3267,1685579172.708822,10214.0,84.43537963042112,11285.0,119.8633481186898,0.0,0.0,21629.0,153.11179648290403,447.0,20.27861489900684,0.0,0.0,13.0,3.9581140290126386,0.0,0.0
3268,1685579173.8088236,10098.0,100.29733573508098,11310.0,55.97618541248888,0.0,0.0,21650.0,123.1981240838422,438.0,23.98147433147326,0.0,0.0,11.0,3.48010216963685,0.0,0.0
3269,1685579174.916826,10146.0,114.42804629013719,11372.0,136.8843794351033,0.0,0.0,21652.0,181.0144254533937,461.0,21.26290457842275,0.0,0.0,2.0,1.3333333333333333,0.0,0.0
3270,1685579176.0168276,10259.0,98.10934942422381,11480.0,133.69949721504398,0.0,0.0,21125.0,162.5029914254572,458.0,13.888444437333106,0.0,0.0,6.0,3.0550504633038926,0.0,0.0
3271,1685579177.2168293,10112.0,106.1215236310607,11490.0,103.37633513849612,0.0,0.0,21634.0,121.3186804338978,463.0,15.919938581679405,0.0,0.0,10.0,2.981423969999719,0.0,0.0
3272,1685579178.3168306,10468.0,83.76952508718986,11471.0,94.27442212321786,0.0,0.0,21366.0,136.43231940335025,454.0,19.333333333333332,0.0,0.0,8.0,3.8873012632302,0.0,0.0
3273,1685579179.4168324,10341.0,116.08856772118243,11182.0,104.5498286304988,0.0,0.0,21547.0,169.04995974234623,445.0,15.438048235879211,0.0,0.0,7.0,1.5275252316519468,0.0,0.0
3274,1685579180.5168338,10150.0,83.02610031389727,11372.0,101.23460102378259,0.0,0.0,21864.0,86.74611742832579,489.0,24.56058269305153,0.0,0.0,8.0,2.4944382578492945,0.0,0.0
3275,1685579181.6168354,10063.0,122.75585525749882,11511.0,87.86922100485471,0.0,0.0,21845.0,137.19612887314923,483.0,16.6032125405497,0.0,0.0,9.0,2.333333333333333,0.0,0.0
summary,,10197.3,39.96194022650385,11395.3,34.714406231419254,0.0,0.0,21584.6,68.48328263160288,463.5,6.275614179770242,0.0,0.0,8.1,0.9480975102218594,0.0,0.0
