sample,time,C0 (A),C0 (A) uncertainty,C1 (B),C1 (B) uncertainty,C2 (A'),C2 (A') uncertainty,C3 (B'),C3 (B') uncertainty,C4,C4 uncertainty,C5,C5 uncertainty,C6,C6 uncertainty,C7,C7 uncertainty
3313,1685579223.6139164,10197.0,136.90264180553027,11518.0,145.2951020050802,0.0,0.0,21885.0,97.7326284649434,460.0,19.944367068868786,0.0,0.0,6.0,2.2110831935702664,0.0,0.0
3314,1685579224.7049236,10510.0,124.08778254839505,11167.0,76.1000803036516,0.0,0.0,21664.0,155.77904580241562,452.0,21.540659228538015,0.0,0.0,7.0,2.134374745810949,0.0,0.0
3315,1685579225.8049252,10170.0,131.09792777411346,11329.0,95.82913034261671,0.0,0.0,21598.0,193.30344596572047,423.0,16.6032125405497,0.0,0.0,5.0,2.23606797749979,0.0,0.0
3316,1685579226.9089324,10317.0,95.89403874416108,11327.0,78.45805673521787,0.0,0.0,21662.0,233.3038076557403,488.0,26.948510575210314,0.0,0.0,8.0,3.265986323710904,0.0,0.0
3317,1685579228.0089338,10114.0,129.80498192801898,11596.0,144.57754551335648,0.0,0.0,21580.0,190.6480177360013,427.0,21.34635019544715,0.0,0.0,1.0,0.9999999999999999,0.0,0.0
3318,1685579229.1089354,10295.0,76.39444424243892,11352.0,127.69581912585166,0.0,0.0,21538.0,150.81114017207082,492.0,29.694743268426784,0.0,0.0,5.0,4.013864859597431,0.0,0.0
3319,1685579230.2089372,10311.0,101.8544713467864,11363.0,133.2670668661658,0.0,0.0,21877.0,156.19112224024343,492.0,23.93509742802166,0.0,0.0,9.0,3.48010216963685,0.0,0.0
3320,1685579231.3089385,10247.0,109.72744010096616,11660.0,113.57816691600546,0.0,0.0,21832.0,149.21870600639258,542.0,19.020456823582805,0.0,0.0,4.0,2.2110831935702664,0.0,0.0
3321,1685579232.40894,10151.0,114.74077062859762,11394.0,104.90418909123164,0.0,0.0,21600.0,128.86685635440426,451.0,24.605780711947432,0.0,0.0,4.0,2.2110831935702664,0.0,0.0
3322,1685579233.508942,10258.0,105.83845131981938,11214.0,134.72770893752906,0.0,0.0,21282.0,168.9825763536321,441.0,14.940623220676647,0.0,0.0,3.0,1.5275252316519468,0.0,0.0
summary,,10257.0,35.73420396949305,11392.0,49.69507017803677,0.0,0.0,21651.8,57.56712024526963,466.8,11.574685020912376,0.0,0.0,5.2,0.7571877794400363,0.0,0.0
