start time (s),stop time (s),num samples (#),period per sample (s),C_UV_HWP position (deg),C_QP position (deg),C_PCC position (deg),B_C_HWP position (deg),B_HWP position (deg),B_QWP position (deg),A_HWP position (deg),A_QWP position (deg),A rate (#/s),B rate (#/s),A' rate (#/s),B' rate (#/s),C4 rate (#/s),C5 rate (#/s),C6 rate (#/s),C7 rate (#/s),A rate SEM (#/s),B rate SEM (#/s),A' rate SEM (#/s),B' rate SEM (#/s),C4 rate SEM (#/s),C5 rate SEM (#/s),C6 rate SEM (#/s),C7 rate SEM (#/s)
2023-06-13_11-27-08,2023-06-13_11-27-33,5,5,41.994140625,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4768.28,5835.960000000001,0.0,23234.160000000003,59.67999999999999,0.0,5.36,0.0,330.05052704093646,339.71945719961343,0.0,174.50420510692575,1.3749181793837761,0.0,0.8518215775618742,0.0
2023-06-13_11-27-37,2023-06-13_11-28-02,5,5,42.65708705357143,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4775.92,5887.5199999999995,0.0,23420.879999999997,55.4,0.0,5.08,0.0,80.84252841172155,92.79544385367203,0.0,80.40635795756461,0.723878442834154,0.0,0.30066592756745814,0.0
2023-06-13_11-28-06,2023-06-13_11-28-32,5,5,43.320033482142854,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4485.72,5493.4,0.0,23202.639999999996,53.52,0.0,6.08,0.0,164.58682328789266,192.23953807684828,0.0,119.12316987051692,1.3455110553243326,0.0,0.4029888335921976,0.0
2023-06-13_11-28-36,2023-06-13_11-29-01,5,5,43.98549107142857,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4741.4,5793.0,0.0,23416.560000000005,51.8,0.0,6.08,0.0,78.38094156107081,82.88218143847317,0.0,38.16445466661363,1.0353743284435826,0.0,0.34985711369071804,0.0
2023-06-13_11-29-05,2023-06-13_11-29-31,5,5,44.655970982142854,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4278.68,5230.839999999999,0.0,23011.52,55.88000000000001,0.0,4.96,0.0,76.42891076026133,72.79185119228667,0.0,38.7597007212387,2.179541236132044,0.0,0.36551333764994126,0.0
2023-06-13_11-29-35,2023-06-13_11-30-00,5,5,45.331473214285715,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4768.92,5774.44,0.0,23251.28,64.6,0.0,5.68,0.0,145.6858895020379,156.52680792758795,0.0,122.67044631858136,1.8297540818372293,0.0,0.19595917942265428,0.0
2023-06-13_11-30-04,2023-06-13_11-30-30,5,5,45.986886160714285,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,4916.16,5970.4,0.0,23250.44,75.75999999999999,0.0,5.639999999999999,0.0,113.8037152293369,155.34090253374993,0.0,79.58035938596922,2.2094343167426347,0.0,0.3249615361854383,0.0
2023-06-13_11-30-34,2023-06-13_11-30-59,5,5,46.65234375,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,5248.44,6355.0,0.0,23196.920000000002,88.12,0.0,5.32,0.0,64.62205196370651,76.93651928700703,0.0,49.00373863288413,1.9106019993708787,0.0,0.44542114902640184,0.0
2023-06-13_11-31-03,2023-06-13_11-31-29,5,5,47.322823660714285,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,5760.32,6914.079999999999,0.0,23211.84,108.67999999999999,0.0,6.0,0.0,83.67978489456097,76.09582380130985,0.0,38.93889572137323,2.0372530525194956,0.0,0.4939635614091387,0.0
2023-06-13_11-31-33,2023-06-13_11-31-58,5,5,47.985770089285715,335.87276785714283,4.002790178571429,0.002511160714285714,45.00016891479492,9.33837890642053e-05,44.999856567382814,0.00057128906249998,5736.8,6887.039999999999,0.0,22793.04,125.28,0.0,5.96,0.0,122.09058931793231,145.96090435455645,0.0,100.1977923908506,1.3705473359209446,0.0,0.6241794613730894,0.0
