,AT_fidelity,B_HWP,QP,UV_HWP,W_min_AT,W_min_T,W_min_expt,W_min_unc,Wp_t1_AT,Wp_t1_T,Wp_t1_expt,Wp_t1_unc,Wp_t2_AT,Wp_t2_T,Wp_t2_expt,Wp_t2_unc,Wp_t3_AT,Wp_t3_T,Wp_t3_expt,Wp_t3_unc,chi,eta,fidelity,purity,trial
0,0.4006926729015861,67.5,-21.288,-66.02461563913445,0.11489984122634729,0.12499999999999993,0.0014940342471588324,0.001840176226751843,-0.0063299349245266034,-4.163336342344337e-17,-0.04055033625638251,0.0019460024570981263,-0.003185476320236774,1.0408340855860843e-16,-0.05672284449329861,0.001844828045363218,-0.24066558213415112,-0.24999999999999964,-0.3720632176887402,0.0007803429953833316,90.0,45.0,0.21734049456786841,0.9400555503725923,1
