time (min),HH,HH_err,VV,VV_err,pct HH,pct HH err
0,1530.916666666667,6.075605342283375,1529.7333333333331,8.38786988948261,50.01933140563824,0.16921798472718197
4,1529.4,5.054867096042219,1543.1166666666668,5.605921818771757,49.776784503474346,0.12278175914705164
8,1535.9333333333338,6.597638306045369,1559.3166666666666,7.009664480714696,49.6222706835743,0.15543332264938012
12,1543.3333333333333,6.533760869516796,1564.816666666667,4.637680280966156,49.65440320876833,0.12918963406850062
16,1552.4,6.701880380764521,1575.1333333333334,4.441382053063443,49.63656129431074,0.12890222585395197
20,1541.3833333333332,6.18648032711163,1579.1666666666665,8.008212388190605,49.394604583593704,0.16165808731106496
24,1558.6,7.885557121300363,1590.9,7.042451169293978,49.48722019368154,0.16804690541407094
28,1560.25,7.481914381089927,1603.0500000000002,5.580195183778979,49.32349129074068,0.14811230083686813
32,1554.55,5.275441642837496,1585.4833333333333,7.15439782383008,49.50743622679165,0.14113844995531732
36,1560.5833333333335,6.030770305518051,1581.3666666666668,5.506745939073213,49.669260597187524,0.13004249941965754
40,1551.8333333333335,6.178800060727381,1590.6833333333334,7.526050908298671,49.381864853540954,0.15457008545112003
44,1549.65,6.150001750846147,1596.0666666666666,3.6413018459677016,49.26222429441092,0.11441661903282413
48,1546.1000000000001,7.481823387016852,1597.5,6.698828972287881,49.182465962590655,0.16003802604522568
52,1550.1666666666665,9.944308075468143,1607.1333333333334,6.3337588244525325,49.09785787434411,0.18816040593751673
56,1543.2666666666667,8.064764580755012,1606.7666666666667,7.785585028535805,48.99207415794542,0.17809111179365467
60,1553.85,6.30742382560677,1613.1833333333334,9.149451792185198,49.063266358632156,0.1743040613033936
64,1552.35,9.477297195064823,1614.9833333333336,7.4032964822263345,49.011260787202694,0.19078995290686018
68,1556.8333333333335,7.7429594576353376,1606.15,4.0373229844794265,49.22040900204975,0.13928260144388635
72,1549.6833333333334,8.45733908428257,1621.1333333333334,5.709390304806093,48.87331865082077,0.16229699587595406
76,1560.8333333333337,8.84031174022589,1627.7999999999997,9.515638347588304,48.94991584691458,0.2033975927896143
80,1570.5666666666666,6.745187123692701,1627.05,4.451697472932059,49.11679010930015,0.1272661334885409
84,1551.8999999999996,7.365842914104119,1623.0,7.951953830996307,48.88027969384862,0.17045263830819987
88,1558.2333333333336,7.843422828790776,1627.1,7.997335159285263,48.91900376726665,0.1757986841194431
92,1561.9,6.174729411068205,1621.1833333333334,9.605443328232397,49.068775034688585,0.17800785470946587
96,1543.4499999999998,3.3519892513772227,1616.7666666666667,7.539297692404351,48.840005695811996,0.12853357929465709
100,1542.4333333333334,5.143403688487729,1624.95,5.572219834580262,48.69740006209122,0.11949817051412043
104,1541.6,5.783898557771805,1633.8166666666666,8.648144587965586,48.54795958535625,0.162064355412165
108,1532.8166666666666,7.526338661792688,1620.2500000000002,6.704287092361753,48.61351911366712,0.16040481716230198
112,1537.5666666666666,7.8682787193138815,1619.6333333333332,7.15461222819355,48.70032518265129,0.16889211967172366
116,1550.7833333333328,7.808728673973654,1619.2666666666664,5.23708202252623,48.91983827805029,0.14954414707801336
120,1562.0833333333333,7.052712849001696,1643.6666666666667,6.309378717800995,48.72754685590995,0.14805838882486305
124,1557.4333333333334,8.21893987237177,1622.9,6.03424323422828,48.97075778220312,0.16132031431193777
128,1550.0166666666664,6.156911753695436,1617.3333333333333,5.044687155394569,48.93733457517062,0.12620427720854152
132,1565.5166666666669,6.993921393727314,1629.6,7.3325861596048565,48.997167552567205,0.15845481908268622
136,1549.2166666666667,6.529820352423581,1629.0166666666664,6.854099292762068,48.744585566404815,0.14879503299826907
140,1560.0166666666667,5.936133133451278,1630.1666666666665,5.5416035929849485,48.900533407170954,0.127500372814094
144,1552.8,6.886264103088472,1633.4333333333334,4.54724843022278,48.734660570998145,0.13081877729624045
148,1569.8666666666668,3.9562244536617426,1649.1499999999996,7.177071882808897,48.76851626531913,0.12564829916869913
152,1569.25,5.32129659197519,1637.5,6.00156875940454,48.93583846573634,0.12477224639158105
156,1552.7333333333331,8.038917697429701,1621.6000000000004,8.503517452252137,48.91525779691273,0.18413913426736778
