,fi,A,Aerr,c,cerr,d,derr,chi2red,min val,min_val
0,1.0,145747.97543564835,2354.9516858006805,-126.60276594134133,0.00042208964252538685,11325.747132107394,11.284457437479896,1.7121165366368585,,[2.20253285]
