start,stop,num_samp,samp_period,C_UV_HWP,C_QP,C_PCC,B_C_HWP,B_C_QWP,B_HWP,B_QWP,A_HWP,A_QWP,A,B,Ap,Bp,C4,C5,C6,C7,A_SEM,B_SEM,Ap_SEM,Bp_SEM,C4_SEM,C5_SEM,C6_SEM,C7_SEM,note
2024-07-02_09-59-22,2024-07-02_09-59-37,5,3,-73.88421473214288,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,38536.53333333333,17542.6,0.0,18417.466666666667,108.93333333333332,0.0,1114.6666666666667,0.0,33.204015821383685,28.69676714273666,0.0,23.096079513391466,1.3556466271775163,0.0,7.56967634711022,0.0,
2024-07-02_09-59-38,2024-07-02_09-59-53,5,3,-73.05050937499999,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,37184.26666666667,18685.533333333333,0.0,17910.066666666666,106.66666666666667,0.0,1090.5333333333333,0.0,26.101809217838298,36.87540583580784,0.0,38.10954969266553,2.3664319132398473,0.0,11.46812006293001,0.0,
2024-07-02_09-59-54,2024-07-02_10-00-09,5,3,-72.2117816964286,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,35988.46666666667,19768.933333333334,0.0,17268.666666666664,102.06666666666666,0.0,1025.0,0.0,42.55722944198533,50.66254369189641,0.0,50.401939997936296,1.7776388834631178,0.0,4.482063017059087,0.0,
2024-07-02_10-00-10,2024-07-02_10-00-25,5,3,-71.37556517857143,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,34539.8,20946.6,0.0,16663.8,100.0,0.0,1005.1333333333334,0.0,21.767355782863515,32.37787310288726,0.0,39.15816929099516,1.6964014199999298,0.0,7.437592202976569,0.0,
2024-07-02_10-00-25,2024-07-02_10-00-40,5,3,-70.53181517857143,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,33065.86666666667,22073.266666666666,0.0,16005.133333333331,99.86666666666667,0.0,954.4,0.0,37.901275264385546,33.19661964049301,0.0,24.799327947883405,3.0360793431295208,0.0,5.6523348174793195,0.0,
2024-07-02_10-00-41,2024-07-02_10-00-56,5,3,-69.69057633928571,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,31818.666666666668,23269.73333333333,0.0,15401.4,100.26666666666668,0.0,906.0,0.0,40.59980842866687,65.49396918800987,0.0,32.95475012127323,3.895011054042223,0.0,8.719072325782275,0.0,
2024-07-02_10-00-57,2024-07-02_10-01-12,5,3,-68.83427053571427,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,30279.13333333333,24497.73333333333,0.0,14684.2,92.46666666666667,0.0,858.9333333333334,0.0,18.094382185271424,24.557506207086604,0.0,25.556169074761012,2.550816862627864,0.0,4.486275366789986,0.0,
2024-07-02_10-01-13,2024-07-02_10-01-28,5,3,-68.00056517857143,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,28912.0,25591.466666666667,0.0,14160.8,88.79999999999998,0.0,818.9333333333333,0.0,58.84112318589557,28.853769251173702,0.0,23.45245781955008,2.177154105707725,0.0,5.351427639217205,0.0,
2024-07-02_10-01-29,2024-07-02_10-01-44,5,3,-67.15932633928571,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,27434.8,26725.13333333333,0.0,13490.733333333334,80.4,0.0,769.7333333333332,0.0,57.96336007437029,6.37669367479904,0.0,34.27331323347652,1.700980109623076,0.0,7.5058495706867046,0.0,
2024-07-02_10-01-44,2024-07-02_10-01-59,5,3,-66.31808749999999,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,25979.933333333334,27963.8,0.0,12796.466666666667,78.60000000000001,0.0,722.4000000000001,0.0,56.976057349654404,41.84211063297657,0.0,20.286174821510635,3.235909626536427,0.0,7.920016834998944,0.0,
2024-07-02_10-02-00,2024-07-02_10-02-15,5,3,-65.47182633928571,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,24540.666666666664,29209.86666666667,0.0,12231.066666666668,74.73333333333332,0.0,676.0666666666667,0.0,41.12447230326734,29.93782445892362,0.0,49.48393678760839,4.2510129511812975,0.0,7.559688412156204,0.0,
2024-07-02_10-02-15,2024-07-02_10-02-31,5,3,-64.6356098214286,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,23159.866666666665,30405.266666666663,0.0,11581.066666666666,73.86666666666666,0.0,642.3333333333333,0.0,52.4959892647892,29.331704500231417,0.0,52.99930817158528,1.2364824660660936,0.0,11.618471882691335,0.0,
2024-07-02_10-02-31,2024-07-02_10-02-46,5,3,-63.78934866071427,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,21735.6,31503.666666666668,0.0,10947.466666666667,70.86666666666666,0.0,584.6,0.0,36.28182893834187,52.671624239242774,0.0,11.923180038153514,3.2788887006287823,0.0,6.301146280197321,0.0,
2024-07-02_10-02-47,2024-07-02_10-03-03,5,3,-62.9481098214286,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,20371.2,32577.066666666662,0.0,10352.733333333334,63.4,0.0,550.9333333333334,0.0,35.79767217757784,34.205977385376926,0.0,29.35820914913647,2.291045370325277,0.0,8.52864454516531,0.0,
2024-07-02_10-03-03,2024-07-02_10-03-19,5,3,-62.10184866071427,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,19092.6,33703.2,0.0,9723.333333333332,60.4,0.0,503.8,0.0,43.78779637194704,27.459991098161478,0.0,15.704210334245321,1.9731531449264978,0.0,5.426887792382584,0.0,
2024-07-02_10-03-19,2024-07-02_10-03-35,5,3,-61.268143303571435,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,17755.8,34739.4,0.0,9106.333333333332,56.0,0.0,461.0666666666666,0.0,42.46313433765566,49.628777494067165,0.0,15.94887665845685,0.6411794687223782,0.0,9.139900315527397,0.0,
2024-07-02_10-03-35,2024-07-02_10-03-51,5,3,-60.424393303571435,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,16443.800000000003,35898.73333333333,0.0,8492.0,51.6,0.0,412.9333333333333,0.0,23.309177973017132,48.232584652103064,0.0,19.331034346068677,0.5312459150169746,0.0,5.9145770958051,0.0,
2024-07-02_10-03-51,2024-07-02_10-04-06,5,3,-59.58315446428571,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,15111.933333333334,36910.26666666667,0.0,7936.4,52.266666666666666,0.0,381.8,0.0,23.44056313316718,14.226110579571534,0.0,20.732529459228466,2.1118712081942874,0.0,4.339226761634937,0.0,
2024-07-02_10-04-07,2024-07-02_10-04-22,5,3,-58.736893303571435,-14.760602678571445,-0.7859933035714448,0.009556839285714602,8.16361,0.0008469238281350044,-0.0007695312500004547,45.00195678710938,-0.0019624953270067635,13985.4,37896.53333333333,0.0,7401.333333333333,48.333333333333336,0.0,344.8,0.0,38.23369659809978,44.41353647506856,0.0,16.735524424940486,2.3593784492248515,0.0,4.769812481755555,0.0,
