,QP,DR,DL,AR,AL,RR,RL,LR,LL,phi
0,15.0,700+/-8,131+/-5,121+/-4,721+/-18,119.8+/-2.7,675+/-7,675+/-6,170.6+/-0.9,0.835+/-0.010
1,10.88888888888889,547+/-4,278+/-8,271+/-6,574+/-13,31.6+/-1.2,786+/-11,757+/-15,58+/-4,0.375+/-0.011
2,6.777777777777779,425+/-11,397+/-9,393+/-10,459+/-13,24.4+/-3.1,824+/-11,824.8+/-3.4,24.0+/-2.6,0.058+/-0.013
3,2.666666666666668,344+/-10,470+/-11,479+/-10,390+/-11,33.4+/-1.2,826+/-19,795+/-14,23.6+/-2.4,-0.137+/-0.013
4,-1.4444444444444429,346+/-7,498+/-7,460+/-12,406+/-10,34.4+/-3.0,779+/-11,837+/-12,28.4+/-1.6,-0.132+/-0.012
5,-5.555555555555554,400+/-8,416+/-18,412+/-6,438+/-6,23.2+/-1.4,794+/-6,840+/-7,27.2+/-1.5,0.006+/-0.014
6,-9.666666666666664,536+/-13,272+/-5,288+/-4,552+/-6,26.6+/-0.9,801+/-21,805+/-11,47.2+/-1.6,0.332+/-0.010
7,-13.777777777777775,691+/-18,129+/-8,131+/-4,709+/-17,100+/-5,719+/-14,700+/-8,171+/-6,0.782+/-0.014
8,-17.888888888888886,812+/-14,28.6+/-2.3,23.2+/-1.9,803+/-14,329+/-9,493+/-8,471+/-10,365+/-14,1.400+/-0.013
9,-22.0,746+/-8,102.8+/-3.2,88+/-5,743+/-13,620+/-7,222+/-4,187+/-6,665+/-10,2.164+/-0.010
